路径编号,业务ID,业务组名称,路径编码
11,"042E0200
042E0213
042E0235
040O0211
040O020B
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
下一步值机
选座接收
检索提取
检索提取
结束",-
12,"042E0115
042E0112
042E0115
042E0112
042E0118
042E0115
042E0112
042E0118
042E0102
042E0118
042E0118
042E0102
042E0118
042E0102
040O0233
040O0211
040O020A
040O020A
040O0211
040O0210
040O020B
040O0270
040O0270
043L0101
040O0210
040O020B
040O0211
042E0121
040O0233
040O0211
040O020A
040O020A
040O0211
040O020A
040O020A
040O0211
040O020A
040O020A
040O0211
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
检索提取
选座接收
旅客详情
旅客详情
旅客详情
检索提取
选座接收
下一步值机
返回
下一步值机
下一步值机
值机接收
值机接收
下一步值机
值机接收
值机接收
下一步值机
值机接收
值机接收
下一步值机
返回
结束",BRT_0402
13,"042E0115
042E0115
042E0200
042E0213
042E0235
040O0211
040O020B
040O0211
040O020B
040O0211
040O020B
040O0211
040O020B
040O0211
040O020B
042E0200
042E0235
040O0211
040O020B
040O0211
040O020B
040O0211
040O020B
040O0262
040O0262
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
选座接收
下一步值机
选座接收
下一步值机
选座接收
下一步值机
选座接收
下一步值机
选座接收
检索提取
检索提取
下一步值机
选座接收
下一步值机
选座接收
下一步值机
选座接收
值机接收
值机接收
检索提取
检索提取
结束",-
14,"042E0200
042E0213
042E0235
040O0211
040O020B
040O0211
040O020B
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
下一步值机
选座接收
下一步值机
选座接收
检索提取
检索提取
结束",-
15,"042E0201
042E0213
042E0235
042E0223","检索提取
检索提取
检索提取
结束",-
16,"042E0200
042E0213
042E0235
042E0200
042E0213
042E0235
042E0200
042E0213
042E0235
040O0211
042E0200
042E0235
042E0223","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
检索提取
检索提取
结束",-
17,"042E0115
042E0112
040O0233
040O0211
040O020B
042E0121
042E0117","检索提取
检索提取
下一步值机
下一步值机
选座接收
返回
结束",BRT_0402
18,"042E0115
042E0112
040O0233
040O0211
040O020B
042E0121
042E0117","检索提取
检索提取
下一步值机
下一步值机
选座接收
返回
结束",BRT_0402
19,"042E0115
042E0112
042E0102
042E0118
042E0102
042E0118
042E0102
042E0102
040O0233
040O0211
040O020B
040O020B
040O0211
040O020B
040O020B
040O0211
040O020F
042E0121
042E0102
042E0102
040O0233
040O0211
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
选座接收
下一步值机
选座接收
选座接收
下一步值机
行李交运
返回
检索提取
检索提取
下一步值机
下一步值机
返回
结束",BRT_0402
20,"042E0115
042E0112
040O0233
040O0211
040O020B
040O020B
040O0211
042E0121
042E0117","检索提取
检索提取
下一步值机
下一步值机
选座接收
选座接收
下一步值机
返回
结束",BRT_0402
21,"042E0115
042E0112
042E0185
040O0233
040O0211
040O020A
040O0211
040O020A
040O0211
040O020A
040O0211
040O020H
040O020H
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
里程查询
下一步值机
下一步值机
值机接收
下一步值机
值机接收
下一步值机
值机接收
下一步值机
改座加行李
改座加行李
下一步值机
行李交运
返回
结束",BRT_0402
22,"042E0115
042E0112
042E0115
042E0112
042E0118
042E0115
042E0112
040O0233
040O0211
040O020A
040O0211
040O020E
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
下一步值机
修改座位
返回
结束",BRT_0402
23,"042E0115
042E0112
040O0233
040O0211
040O020A
040O0211
040O020A
040O0250
042E0121
042E0117","检索提取
检索提取
下一步值机
下一步值机
值机接收
下一步值机
值机接收
里程查询
返回
结束",BRT_0402
24,"042E0115
042E0112
040O0233
040O0211
040O0211
040O020B
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
下一步值机
下一步值机
下一步值机
选座接收
下一步值机
行李交运
返回
结束",BRT_0402
25,"042E0115
042E0112
042E0115
042E0112
042E0118
042E0118
040O0233
040O0211
040O020A
040O0293
040O0200
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
航班详情
下一步值机
返回
结束",BRT_0402
26,"042E0115
042E0112
040O0233
040O0211
040O020B
040O0250
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
下一步值机
下一步值机
选座接收
里程查询
下一步值机
行李交运
返回
结束",BRT_0402
27,"042E0115
042E0112
042E0185
040O0233
040O0211
040O020B
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
里程查询
下一步值机
下一步值机
选座接收
下一步值机
行李交运
返回
结束",BRT_0402
28,"042E0115
042E0112
040O0233
040O0211
040O020B
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
下一步值机
下一步值机
选座接收
下一步值机
行李交运
返回
结束",BRT_0402
29,"042E0115
042E0112
040O0233
040O0211
040O0211
040O020B
042E0121
042E0117","检索提取
检索提取
下一步值机
下一步值机
下一步值机
选座接收
返回
结束",BRT_0402
30,"042E0115
042E0112
042E0185
040O0233
040O0211
040O0250
040O0250
040O0264
040O020B
040O0211
040O020B
040O0211
040O020F
040O0270
042E0121
042E0117","检索提取
检索提取
里程查询
下一步值机
下一步值机
里程查询
里程查询
值机接收
选座接收
下一步值机
选座接收
下一步值机
行李交运
旅客详情
返回
结束",BRT_0402
31,"042E0115
042E0185
040O0233
040O0211
042E0121
040O0233
040O0211
040O020B
040O0250
042E0121
042E0117","检索提取
里程查询
下一步值机
下一步值机
返回
下一步值机
下一步值机
选座接收
里程查询
返回
结束",BRT_0402
32,"042E0115
042E0112
042E0115
042E0112
042E0118
042E0115
042E0112
042E0118
042E0115
042E0112
042E0118
040O0233
040O0211
040O020A
040O020A
040O0211
040O0210
040O0250
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
检索提取
里程查询
返回
结束",BRT_0402
33,"042E0115
042E0115
042E0118
040O0240
042E0118
040O0233
040O0211
040O0264
040O0238
040O0238
040O0238
040O0211
040O0264
040O0293
040O0200
040O0211
040O020F
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
重打牌
重打牌
重打牌
下一步值机
值机接收
航班详情
下一步值机
下一步值机
行李交运
下一步值机
行李交运
返回
结束",BRT_0402
34,"042E0115
042E0185
040O0233
040O0211
040O0293
040O0200
040O0264
040O0250
040O0264
040O0264
040O0250
040O0282
040T0111
040O0200
042E0121
042E0117","检索提取
里程查询
下一步值机
下一步值机
航班详情
下一步值机
值机接收
里程查询
值机接收
值机接收
里程查询
旅客升降舱
旅客升降舱
下一步值机
返回
结束",BRT_0402
35,"042E0115
042E0115
042E0118
040O0233
040O0211
040O0238
040O0238
040O0238
040O0210
040O0250
040O0210
040O0250
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
重打牌
重打牌
重打牌
检索提取
里程查询
检索提取
里程查询
返回
结束",BRT_0402
36,"042E0105
042E0115
042E0185
040O0233
040O0211
040O020B
040O0211
040O020E
040O0293
040O0200
042E0121
042E0117","办理历史
检索提取
里程查询
下一步值机
下一步值机
选座接收
下一步值机
修改座位
航班详情
下一步值机
返回
结束",BRT_040L
37,"042E0115
042E0115
042E0118
040O0233
040O0211
040O020B
040O0293
040O0200
040O0264
042E0121
042E0185
042E0118
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
航班详情
下一步值机
值机接收
返回
里程查询
检索提取
结束",BRT_0402
38,"042E0115
042E0112
042E0117","检索提取
检索提取
结束",BRT_0402
39,"042E0115
042E0117","检索提取
结束",BRT_0402
40,"042E0115
042E0115
042E0118
040O0233
040O0211
042E0121
042E0105
040O0233
040O0211
040O0238
040O0238
040O0238
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
办理历史
下一步值机
下一步值机
重打牌
重打牌
重打牌
返回
结束",BRT_0402
41,"042E0115
042E0115
042E0118
042E0115
040O0233
040O0211
040O0238
040O0238
040O0238
040O0211
040O020F
040O0211
040O020F
042E0121
042E0115
042E0117","检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
重打牌
重打牌
重打牌
下一步值机
行李交运
下一步值机
行李交运
返回
检索提取
结束",BRT_0402
42,"042E0115
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O0238
040O0238
040O0238
040O0211
040O0264
040O020F
042E0121
040O0233
040O0211
040O0211
040O020F
040O0211
040O020F
040O020F
040O0210
040O0290
040R0301
040O0200
042E0121
042E0118
042E0185
042E0150
042E0121
040O0233
040O0211
040O0264
040O0250
040O0250
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
重打牌
重打牌
重打牌
下一步值机
值机接收
行李交运
返回
下一步值机
下一步值机
下一步值机
行李交运
下一步值机
行李交运
行李交运
检索提取
行李合并
行李合并
下一步值机
返回
检索提取
里程查询
航班详情
返回
下一步值机
下一步值机
值机接收
里程查询
里程查询
返回
结束",BRT_0402
43,"042E0115
040O0233
040O0211
040O020B
040O0211
040O020F
042E0121
162R0500
162R0501
162R0501
162R0501
040O0233
040O0211
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
下一步值机
下一步值机
返回
结束",BRT_0402
44,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0146
042E0118
042E0146
042E0115
042E0118
042E0146
042E0146
040O0233
040O0211
040O020F
040O020F
042E0121
040O0233
040O0211
040O020F
042E0121
042E0118
042E0137
042F0202
042E0121
162R0501
162R0501
162R0501
162R0501
162R0501
162R0501
162R0501
162R0501
162R0501
162R0501
162R0501
162R0501
162R0501
042E0118
040O0233
040O0211
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
重打牌
检索提取
重打牌
检索提取
检索提取
重打牌
重打牌
下一步值机
下一步值机
行李交运
行李交运
返回
下一步值机
下一步值机
行李交运
返回
检索提取
管理旅客备注
管理旅客备注
返回
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
检索提取
下一步值机
下一步值机
返回
结束",BRT_0402
45,"042E0115
042E0115
042E0118
042E0146
042E0118
042E0146
042E0150
042E0121
042E0117","检索提取
检索提取
检索提取
重打牌
检索提取
重打牌
航班详情
返回
结束",BRT_0402
46,"042E0115
040O0233
040O0211
040O020F
042E0121
040O0233
040O0211
042E0121
042E0150
042E0121
042E0117","检索提取
下一步值机
下一步值机
行李交运
返回
下一步值机
下一步值机
返回
航班详情
返回
结束",BRT_0402
47,"042E0115
040O0233
040O0211
040O020B
042E0121
151X0100
151X0101
nav","检索提取
下一步值机
下一步值机
选座接收
返回
公共信息查询
公共信息查询
结束",BRT_040Other
48,"042E0115
042E0115
042E0146
042E0118
042E0146
040O0233
040O0211
040O020F
042E0121
040O0233
040O0211
040O020F
040O020F
042E0121
042E0118
162R0501
042E0117","检索提取
检索提取
重打牌
检索提取
重打牌
下一步值机
下一步值机
行李交运
返回
下一步值机
下一步值机
行李交运
行李交运
返回
检索提取
值机员综合办理统计
结束",BRT_0402
49,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
042E0121
042E0118
040O0233
040O0211
040O020A
040O020A
040O0211
042E0121
040O0233
040O0211
040O020B
042E0121
040O0233
040O0211
040O020F
042E0121
040O0233
040O0211
040O020F
040O020F
042E0121
042E0137
042F0202
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
返回
下一步值机
下一步值机
选座接收
返回
下一步值机
下一步值机
行李交运
返回
下一步值机
下一步值机
行李交运
行李交运
返回
管理旅客备注
管理旅客备注
返回
结束",BRT_0402
50,"042E0115
042E0146
042E0146
042E0117","检索提取
重打牌
重打牌
结束",BRT_0402
51,"042E0115
040O0233
040O0211
040O020B
040O0211
040O020F
042E0121
042E0102
042E0102
042E0102
042E0102
040O0233
040O0211
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
下一步值机
行李交运
返回
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
结束",BRT_0402
52,"042E0115
042E0115
042E0118
040O0233
040O0211
040O020B
042E0121
040O0233
040O0211
040O020F
042E0121
162R0501
162R0501
040O0233
040O0211
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
返回
下一步值机
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
下一步值机
下一步值机
返回
结束",BRT_0402
53,"042E0115
040O0233
040O0211
040O020B
040O0211
040O020F
040O0201
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
下一步值机
行李交运
值机接收
返回
结束",BRT_0402
54,"042E0115
042E0115
042E0118
040O0233
040O0211
040O020B
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
返回
结束",BRT_0402
55,"042E0115
042E0115
040O0233
040O0211
040O020A
040O020A
040O0211
040O0201
040O0225
040O020F
040O0210
040O0211
040O020F
040O020F
042E0121
042E0117","检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
值机接收
值机接收
行李交运
检索提取
下一步值机
行李交运
行李交运
返回
结束",BRT_0402
56,"042E0115
042E0146
042E0146
040O0233
040O0211
040O020F
040O0201
042E0121
042E0117","检索提取
重打牌
重打牌
下一步值机
下一步值机
行李交运
值机接收
返回
结束",BRT_0402
57,"042E0115
042E0115
042E0118
042E0118
042E0146
042E0146
042E0118
040O0233
040O0211
040O020F
040O0201
040O0210
040O0211
040O020F
042E0121
042E0137
042F0202
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
重打牌
重打牌
检索提取
下一步值机
下一步值机
行李交运
值机接收
检索提取
下一步值机
行李交运
返回
管理旅客备注
管理旅客备注
返回
结束",BRT_0402
58,"042E0115
042E0115
042E0118
040O0233
040O0211
040O0210
042E0121
042E0102
042E0118
042E0118
040O0233
040O0211
040O0210
040O020B
040O020B
040O0211
040O020E
040O020E
040O0210
040O0211
040O020E
040O0210
040O0211
040O020B
040O0201
040O0225
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
检索提取
返回
检索提取
检索提取
检索提取
下一步值机
下一步值机
检索提取
选座接收
选座接收
下一步值机
修改座位
修改座位
检索提取
下一步值机
修改座位
检索提取
下一步值机
选座接收
值机接收
值机接收
行李交运
返回
结束",BRT_0402
59,"042E0105
042E0105
040O0240
042E0117","办理历史
办理历史
检索提取
结束",BRT_040L
60,"042E0105
042E0105
040O0240
042E0117","办理历史
办理历史
检索提取
结束",BRT_040L
61,"042E0115
042E0115
042E0118
042E0115
040O0233
040O0211
040O020A
040O020A
040O0211
040O0210
040O0211
040O020F
040O0201
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
检索提取
下一步值机
行李交运
值机接收
返回
结束",BRT_0402
62,"042E0115
042E0115
042E0118
042E0150
042E0121
040O0233
040O0211
040O020E
040O020E
042E0121
042E0117","检索提取
检索提取
检索提取
航班详情
返回
下一步值机
下一步值机
修改座位
修改座位
返回
结束",BRT_0402
63,"042E0115
042E0115
042E0118
042E0118
040O0233
040O0211
040O020A
040O020A
040O0211
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
返回
结束",BRT_0402
64,"042E0115
042E0115
042E0118
040O0233
040O0211
040O020B
040O0210
040O0211
040O020F
040O0201
040O0210
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
检索提取
下一步值机
行李交运
值机接收
检索提取
下一步值机
行李交运
返回
结束",BRT_0402
65,"042E0115
040O0233
040O0211
042E0121
040O0240
042E0117","检索提取
下一步值机
下一步值机
返回
检索提取
结束",BRT_0402
66,"042E0115
040O0233
040O0211
040O020B
042E0121
042E0115
040O0233
040O0211
040O020B
042E0121
040O0233
040O0211
040O020F
042E0121
042E0118
040O0233
040O0211
040O020F
042E0121
042E0115
042E0118
040O0233
040O0211
040O020B
042E0121
042E0118
042E0118
040O0233
040O0211
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
返回
检索提取
下一步值机
下一步值机
选座接收
返回
下一步值机
下一步值机
行李交运
返回
检索提取
下一步值机
下一步值机
行李交运
返回
检索提取
检索提取
下一步值机
下一步值机
选座接收
返回
检索提取
检索提取
下一步值机
下一步值机
返回
结束",BRT_0402
67,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
040O0233
040O0211
040O020A
040O020A
040O0211
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
返回
结束",BRT_0402
68,"042E0105
042E0105
040O0233
040O0211
042E0121
042E0117","办理历史
办理历史
下一步值机
下一步值机
返回
结束",BRT_040L
69,"042E0115
040O0233
040O0211
040O020F
040O0201
042E0121
162R0500
162R0501
01010916","检索提取
下一步值机
下一步值机
行李交运
值机接收
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
70,"042E0115
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O0238
040O0238
01010903","检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
重打牌
重打牌
结束",BRT_040I
71,"042E0115
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O020F
042E0121
040O0233
040O0211
040O020F
042E0121
040O0233
040O0211
040O020F
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
行李交运
返回
下一步值机
下一步值机
行李交运
返回
下一步值机
下一步值机
行李交运
行李交运
返回
结束",BRT_0402
72,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
042E0121
040O0233
040O0211
042E0121
042E0118
042E0118
040O0233
040O0211
040O020A
040O020A
040O0211
042E0121
042E0118
042E0118
042E0118
040O0233
040O0211
040O020B
042E0121
040O0233
040O0211
040O020F
040O020F
042E0121
042E0137
042F0202
042E0121
040O0233
040O0211
040O020F
040O020F
042E0121
01010903","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
下一步值机
下一步值机
返回
检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
返回
检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
返回
下一步值机
下一步值机
行李交运
行李交运
返回
管理旅客备注
管理旅客备注
返回
下一步值机
下一步值机
行李交运
行李交运
返回
结束",BRT_040I
73,"042E0115
01010917","检索提取
结束",BRT_040A
74,"042E0115
042E0115
042E0115
01010917","检索提取
检索提取
检索提取
结束",BRT_040A
75,"042E0115
042E0115
042E0118
040O0233
040O0211
040O0238
040O0238
040O0238
040O0210
040O0238
040O0238
040O0238
040O0264
040O0293
040O0200
01010917","检索提取
检索提取
检索提取
下一步值机
下一步值机
重打牌
重打牌
重打牌
检索提取
重打牌
重打牌
重打牌
值机接收
航班详情
下一步值机
结束",BRT_040A
76,"042E0115
042E0185
042E0115
042E0118
042E0185
040O0233
040O0211
040O0264
040O0293
040O0200
040O0238
040O0238
040O0238
040O0211
040O020F
040O0211
040O020F
040O0264
01010917","检索提取
里程查询
检索提取
检索提取
里程查询
下一步值机
下一步值机
值机接收
航班详情
下一步值机
重打牌
重打牌
重打牌
下一步值机
行李交运
下一步值机
行李交运
值机接收
结束",BRT_040A
77,"042E0115
042E0185
040O0233
040O0211
040O020D
040O0264
042E0121
01010917","检索提取
里程查询
下一步值机
下一步值机
选座接收加行李
值机接收
返回
结束",BRT_040A
78,"042E0115
042E0185
042E0115
042E0118
042E0185
040O0233
040O0211
040O0293
040O0200
040O0211
040O020D
040O0264
040O0211
040O020F
040O0210
042E0121
042E0117","检索提取
里程查询
检索提取
检索提取
里程查询
下一步值机
下一步值机
航班详情
下一步值机
下一步值机
选座接收加行李
值机接收
下一步值机
行李交运
检索提取
返回
结束",BRT_0402
79,"042E0115
042E0185
040O0233
040O0211
040O0264
040O0211
040O020D
040O0264
01010917","检索提取
里程查询
下一步值机
下一步值机
值机接收
下一步值机
选座接收加行李
值机接收
结束",BRT_040A
80,"042E0115
042E0185
040O0233
040O0211
040O020F
040O0238
040O0238
01010917","检索提取
里程查询
下一步值机
下一步值机
行李交运
重打牌
重打牌
结束",BRT_040A
81,"042E0115
040O0233
040O0211
040O0238
040O0238
040O0238
040O0211
040O020F
01010917","检索提取
下一步值机
下一步值机
重打牌
重打牌
重打牌
下一步值机
行李交运
结束",BRT_040A
82,"042E0115
040O0233
040O0211
040O0264
040O0211
040O020B
040O0211
040O020F
01010917","检索提取
下一步值机
下一步值机
值机接收
下一步值机
选座接收
下一步值机
行李交运
结束",BRT_040A
83,"042E0115
01010917","检索提取
结束",BRT_040A
84,"042E0115
01010917","检索提取
结束",BRT_040A
85,"042E0115
040O0233
040O0211
040O020F
040O0264
040O0293
040O0200
040O0264
01010917","检索提取
下一步值机
下一步值机
行李交运
值机接收
航班详情
下一步值机
值机接收
结束",BRT_040A
86,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0185
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O020B
040O020B
040O0211
040O0210
040O0210
040O0211
040O020B
040O020B
040O0262
040O0211
040O020B
040O020B
040O0211
01010917","检索提取
检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
选座接收
下一步值机
检索提取
检索提取
下一步值机
选座接收
选座接收
值机接收
下一步值机
选座接收
选座接收
下一步值机
结束",BRT_040A
87,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0185
042E0115
042E0118
042E0118
040O0233
040O0211
040O0262
040O0211
040O020B
040O020B
040O0211
040O0211
040O020F
040O0211
040O020F
040O0211
040O020F
040O0211
040O020F
01010917","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
里程查询
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
下一步值机
选座接收
选座接收
下一步值机
下一步值机
行李交运
下一步值机
行李交运
下一步值机
行李交运
下一步值机
行李交运
结束",BRT_040A
88,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0185
040O0233
040O0211
040O020F
040O0211
040O020F
01010917","检索提取
检索提取
检索提取
检索提取
检索提取
里程查询
下一步值机
下一步值机
行李交运
下一步值机
行李交运
结束",BRT_040A
89,"042E0115
042E0185
042E0115
042E0118
040O0233
040O0211
040O020B
040O020B
040O0211
040O0264
040O0293
040O0200
01010917","检索提取
里程查询
检索提取
检索提取
下一步值机
下一步值机
选座接收
选座接收
下一步值机
值机接收
航班详情
下一步值机
结束",BRT_040A
90,"042E0115
01010917","检索提取
结束",BRT_040A
91,"042E0115
040O0233
040O0211
040O020F
01010917","检索提取
下一步值机
下一步值机
行李交运
结束",BRT_040A
92,"042E0115
040O0233
040O0211
040O020F
040O0264
042E0121
040O0240
042E0185
042E0118
042E0185
042E0118
01010917","检索提取
下一步值机
下一步值机
行李交运
值机接收
返回
检索提取
里程查询
检索提取
里程查询
检索提取
结束",BRT_040A
93,"042E0115
042E0185
040O0233
040O0211
040O020B
01010917","检索提取
里程查询
下一步值机
下一步值机
选座接收
结束",BRT_040A
94,"042E0115
042E0185
040O0233
040O0211
040O0238
040O0238
040O0238
040O0264
042E0121
01010917","检索提取
里程查询
下一步值机
下一步值机
重打牌
重打牌
重打牌
值机接收
返回
结束",BRT_040A
95,"042E0115
01010917","检索提取
结束",BRT_040A
