路径编号,业务ID,业务组名称,路径编码
5202,"042E0115
042E0115
042E0118
042E0118
042E0146
042E0146
042E0118
042E0145
040R0103
042E0121
042E0118
042E0145
040R0103
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
重打牌
重打牌
检索提取
行李交运
行李交运
返回
检索提取
行李交运
行李交运
返回
结束",BRT_0402
5203,"042E0115
040O0233
040O0211
040O020B
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
返回
结束",BRT_0402
5204,"042E0115
040O0233
040O0211
040O020B
040O0288
040R0103
040O0200
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
行李交运
行李交运
下一步值机
返回
结束",BRT_0402
5205,"042E0115
042E0115
042E0118
042E0118
042E0145
040R0103
042E0121
042E0118
042E0145
040R0103
042E0121
040O0233
040O0211
042E0117","检索提取
检索提取
检索提取
检索提取
行李交运
行李交运
返回
检索提取
行李交运
行李交运
返回
下一步值机
下一步值机
结束",BRT_0402
5206,"042E0115
042E0146
042E0146
042E0145
040R0103
042E0121
042E0117","检索提取
重打牌
重打牌
行李交运
行李交运
返回
结束",BRT_0402
5207,"042E0115
042E0146
042E0146
042E0146
042E0145
040R0103
042E0121
042E0145
040R0103
040R0103
042E0121
040O0240
042E0117","检索提取
重打牌
重打牌
重打牌
行李交运
行李交运
返回
行李交运
行李交运
行李交运
返回
检索提取
结束",BRT_0402
5208,"042E0115
040O0233
040O0211
042E0121
042E0115
042E0118
042E0115
042E0118
042E0146
042E0146
042E0117","检索提取
下一步值机
下一步值机
返回
检索提取
检索提取
检索提取
检索提取
重打牌
重打牌
结束",BRT_0402
5209,"042E0115
042E0115
042E0118
040O0233
040O0211
040O020B
042E0121
042E0118
042E0145
040R0103
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
返回
检索提取
行李交运
行李交运
返回
结束",BRT_0402
5210,"042E0115
042E0115
042E0118
042E0146
042E0146
042E0118
042E0145
040R0103
042E0121
042E0117","检索提取
检索提取
检索提取
重打牌
重打牌
检索提取
行李交运
行李交运
返回
结束",BRT_0402
5211,"042E0115
042E0117","检索提取
结束",BRT_0402
5212,"042E0115
042E0115
042E0146
042E0118
042E0146
042E0118
040O0240
042E0117","检索提取
检索提取
重打牌
检索提取
重打牌
检索提取
检索提取
结束",BRT_0402
5213,"042E0115
042E0145
040R0103
040R0103
042E0121
01010903","检索提取
行李交运
行李交运
行李交运
返回
结束",BRT_040I
5214,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0118
040O0233
040O0211
042E0121
040O0233
040O0211
042E0121
040O0233
040O0211
042E0121
042E0118
040O0233
040O0211
040O0262
040O0262
040O0262
040O0262
042E0121
042E0118
042E0141
042E0121
040O0233
040O0211
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
040O0262
042E0121
042E0150
042E0121
040O0233
040O0211
040O0262
040O0262
040O0262
040O020A
040O020A
040O0211
042E0121
040O0233
040O0211
042E0121
042E0170
040T0111
042E0121
040O0233
040O0211
040O020F
042E0121
040O0233
040O0211
040O020F
042E0121
042E0118
040O0233
040O0211
040O020F
042E0121
042E0118
042E0146
042E0146
040O0233
040O0211
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
下一步值机
下一步值机
返回
下一步值机
下一步值机
返回
检索提取
下一步值机
下一步值机
值机接收
值机接收
值机接收
值机接收
返回
检索提取
客票详情
返回
下一步值机
下一步值机
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
值机接收
返回
航班详情
返回
下一步值机
下一步值机
值机接收
值机接收
值机接收
值机接收
值机接收
下一步值机
返回
下一步值机
下一步值机
返回
旅客升降舱
旅客升降舱
返回
下一步值机
下一步值机
行李交运
返回
下一步值机
下一步值机
行李交运
返回
检索提取
下一步值机
下一步值机
行李交运
返回
检索提取
重打牌
重打牌
下一步值机
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5215,"042E0102
042E0118
042E0150
042E0121
042E0117","检索提取
检索提取
航班详情
返回
结束",BRT_0401
5216,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O020F
042E0121
042E0115
040O0233
040O0211
040O020F
042E0121
040O0233
040O0211
040O020F
042E0121
042E0115
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
行李交运
返回
检索提取
下一步值机
下一步值机
行李交运
返回
下一步值机
下一步值机
行李交运
返回
检索提取
下一步值机
下一步值机
行李交运
返回
结束",BRT_0402
5217,"042E0115
042E0115
042E0118
040O0233
040O0211
042E0121
040O0233
040O0211
040O020B
042E0121
040O0233
040O0211
040O020F
042E0121
042E0100
042E0115
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
042E0121
040O0233
040O0211
040O020B
042E0121
040O0233
040O0211
040O020B
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
下一步值机
下一步值机
选座接收
返回
下一步值机
下一步值机
行李交运
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
下一步值机
下一步值机
选座接收
返回
下一步值机
下一步值机
选座接收
返回
结束",BRT_0402
5218,"042E0105
042E0105
040O0240
042E0105
042E0105
042E0118
01010916","办理历史
办理历史
检索提取
办理历史
办理历史
检索提取
结束",BRT_040O
5219,"042E0115
040O0233
040O0211
040O020F
042E0121
042E0146
042E0146
042E0117","检索提取
下一步值机
下一步值机
行李交运
返回
重打牌
重打牌
结束",BRT_0402
5220,"042E0115
040O0233
040O0211
040O020F
040O020F
042E0121
042E0115
042E0118
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
下一步值机
下一步值机
行李交运
行李交运
返回
检索提取
检索提取
下一步值机
下一步值机
行李交运
返回
结束",BRT_0402
5221,"042E0115
040O0233
040O0211
040O020F
040O020F
042E0121
042E0115
042E0118
042E0117","检索提取
下一步值机
下一步值机
行李交运
行李交运
返回
检索提取
检索提取
结束",BRT_0402
5222,"042E0115
040O0233
040O0211
040O020F
042E0121
042E0115
042E0118
040O0233
040O0211
040O020F
042E0121
042E0115
042E0118
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
下一步值机
下一步值机
行李交运
返回
检索提取
检索提取
下一步值机
下一步值机
行李交运
返回
检索提取
检索提取
下一步值机
下一步值机
行李交运
返回
结束",BRT_0402
5223,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0146
042E0146
040O0233
040O0211
040O020F
042E0121
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
重打牌
重打牌
下一步值机
下一步值机
行李交运
返回
下一步值机
下一步值机
行李交运
返回
结束",BRT_0402
5224,"042E0115
042E0115
042E0118
040O0233
040O0211
040O020A
040O020A
040O0211
042E0121
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
返回
下一步值机
下一步值机
行李交运
返回
结束",BRT_0402
5225,"042E0115
042E0115
042E0118
042E0118
040O0233
040O0211
040O020A
040O020A
040O0211
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
返回
结束",BRT_0402
5226,"042E0115
042E0115
042E0118
040O0233
040O0211
042E0121
042E0146
042E0146
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
重打牌
重打牌
结束",BRT_0402
5227,"042E0115
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O020A
040O020A
040O0211
042E0121
040O0233
040O0211
042E0121
042E0150
042E0121
01010903","检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
返回
下一步值机
下一步值机
返回
航班详情
返回
结束",BRT_040I
5228,"042E0115
042E0115
042E0118
042E0115
040O0233
040O0211
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5229,"042E0115
042E0115
040O0233
040O0211
040O0238
040O0238
042E0121
042E0117","检索提取
检索提取
下一步值机
下一步值机
重打牌
重打牌
返回
结束",BRT_0402
5230,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
040O0233
040O0211
040O020B
040O020B
040O0211
042E0121
040O0233
040O0211
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
选座接收
下一步值机
返回
下一步值机
下一步值机
返回
结束",BRT_0402
5231,"042E0115
040O0233
040O0211
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
下一步值机
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5232,"042E0115
040O0233
040O0211
040O020B
040O0211
040O020F
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
下一步值机
下一步值机
选座接收
下一步值机
行李交运
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5233,"042E0115
042E0115
040O0233
040O0211
040O0238
040O0238
042E0121
040O0233
040O0211
040O020F
040O0288
040R0104
040O0200
040O0210
040O0211
040O020F
040O0211
040O020F
040O0210
040O0211
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
检索提取
下一步值机
下一步值机
重打牌
重打牌
返回
下一步值机
下一步值机
行李交运
行李交运
行李交运
下一步值机
检索提取
下一步值机
行李交运
下一步值机
行李交运
检索提取
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5234,"042E0115
042E0115
042E0118
042E0146
042E0146
042E0118
040O0233
040O0211
040O020F
040O0211
040O020F
042E0121
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
重打牌
重打牌
检索提取
下一步值机
下一步值机
行李交运
下一步值机
行李交运
返回
下一步值机
下一步值机
行李交运
返回
结束",BRT_0402
5235,"042E0115
042E0115
042E0146
042E0118
042E0146
040O0233
040O0211
040O020F
042E0121
042E0118
042E0146
042E0146
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
重打牌
检索提取
重打牌
下一步值机
下一步值机
行李交运
返回
检索提取
重打牌
重打牌
下一步值机
下一步值机
行李交运
返回
结束",BRT_0402
5236,"042E0115
042E0115
042E0118
040O0233
040O0211
040O020B
042E0121
042E0117","检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
返回
结束",BRT_0402
5237,"042E0115
040O0233
040O0211
040O020B
040O0211
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
下一步值机
下一步值机
选座接收
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5238,"042E0115
042E0115
042E0118
042E0115
040O0233
040O0211
040O020A
040O020A
040O0211
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5239,"042E0115
042E0115
042E0118
040O0233
040O0211
040O0238
040O0238
042E0121
042E0115
042E0118
040O0233
040O0211
042E0121
042E0118
042E0146
042E0146
042E0118
042E0115
042E0118
040O0233
040O0211
042E0121
042E0118
042E0146
042E0146
01010903","检索提取
检索提取
检索提取
下一步值机
下一步值机
重打牌
重打牌
返回
检索提取
检索提取
下一步值机
下一步值机
返回
检索提取
重打牌
重打牌
检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
检索提取
重打牌
重打牌
结束",BRT_040I
5240,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0146
042E0146
040O0233
040O0211
040O020F
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
重打牌
重打牌
下一步值机
下一步值机
行李交运
下一步值机
行李交运
返回
结束",BRT_0402
5241,"042E0115
042E0106
042E0146
042E0146
040O0233
040O0211
040O020F
040O0293
040O0200
042E0121
042E0117","检索提取
旅客详情
重打牌
重打牌
下一步值机
下一步值机
行李交运
航班详情
下一步值机
返回
结束",BRT_0402
5242,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
040O0233
040O0211
040O0238
040O0238
040O0211
040O020F
040O0211
040O020F
040O020F
040O0211
040O020F
040O020F
040O0211
040O020F
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
重打牌
重打牌
下一步值机
行李交运
下一步值机
行李交运
行李交运
下一步值机
行李交运
行李交运
下一步值机
行李交运
行李交运
返回
结束",BRT_0402
5243,"042E0115
042E0115
042E0118
042E0115
040O0233
040O0211
040O020B
040O020B
040O0211
040O020F
040O0210
040O0211
040O020F
042E0121
042E0150
042E0121
042E0106
042E0141
042E0121
042E0150
042E0121
040P0100
040P0102
01010916","检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
选座接收
下一步值机
行李交运
检索提取
下一步值机
行李交运
返回
航班详情
返回
旅客详情
客票详情
返回
航班详情
返回
查询航班
查询航班
结束",BRT_0409
5244,"042E0115
040O0233
040O0211
040O020B
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
返回
结束",BRT_0402
5245,"042E0105
042E0105
042E0100
042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
040O0233
040O0211
040O020B
040O020B
040O0211
042E0121
042E0118
042E0118
042E0118
042E0118
042E0118
nav","办理历史
办理历史
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
选座接收
下一步值机
返回
检索提取
检索提取
检索提取
检索提取
检索提取
结束",BRT_040Other
5246,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
040O0233
040O0211
042E0121
042E0118
040O0233
040O0211
042E0121
040O0233
040O0211
040O020B
040O020B
040O0211
040O020F
040O0225
040O020F
040O020F
042E0121
040O0233
040O0211
042E0121
042E0150
042E0121
042E0106
042E0150
042E0121
042E0141
042E0118
042E0121
042E0106
042E0150
042E0121
042E0118
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
检索提取
下一步值机
下一步值机
返回
下一步值机
下一步值机
选座接收
选座接收
下一步值机
行李交运
值机接收
行李交运
行李交运
返回
下一步值机
下一步值机
返回
航班详情
返回
旅客详情
航班详情
返回
客票详情
检索提取
返回
旅客详情
航班详情
返回
检索提取
结束",BRT_0402
5247,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0118
042E0118
040O0233
040O0211
042E0121
040O0233
040O0211
040O020F
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
下一步值机
下一步值机
行李交运
行李交运
返回
结束",BRT_0402
5248,"042E0115
040O0233
040O0211
040O020B
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
返回
结束",BRT_0402
5249,"042E0115
040O0233
040O0211
040O020B
040O0211
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
下一步值机
下一步值机
选座接收
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5250,"042E0115
040O0233
040O0211
042E0121
042E0170
042E0121
042E0102
042E0118
042E0117","检索提取
下一步值机
下一步值机
返回
旅客升降舱
返回
检索提取
检索提取
结束",BRT_0402
5251,"042E0115
042E0170
040T0111
042E0121
040O0233
040O0211
042E0121
042E0102
042E0117","检索提取
旅客升降舱
旅客升降舱
返回
下一步值机
下一步值机
返回
检索提取
结束",BRT_0402
5252,"042E0115
042E0106
042E0146
042E0146
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
旅客详情
重打牌
重打牌
下一步值机
下一步值机
行李交运
返回
结束",BRT_0402
5253,"042E0115
042E0106
042E0146
042E0146
042E0117","检索提取
旅客详情
重打牌
重打牌
结束",BRT_0402
5254,"042E0115
040O0233
040O0211
040O020F
042E0121
040O0240
042E0118
040O0233
040O0211
040O020F
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
下一步值机
下一步值机
行李交运
返回
检索提取
检索提取
下一步值机
下一步值机
行李交运
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5255,"042E0115
042E0115
042E0118
042E0118
042E0118
042E0118
042E0118
042E0146
042E0146
040O0233
040O0211
040O020F
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
重打牌
重打牌
下一步值机
下一步值机
行李交运
行李交运
返回
结束",BRT_0402
5256,"042E0115
040O0233
040O0211
040O020B
040O0225
040O020F
042E0121
042E0115
040O0233
040O0211
040O020B
042E0121
040O0233
040O0211
042E0121
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
值机接收
行李交运
返回
检索提取
下一步值机
下一步值机
选座接收
返回
下一步值机
下一步值机
返回
下一步值机
下一步值机
行李交运
返回
结束",BRT_0402
5257,"042E0115
040O0233
040O0211
040O0225
040O020F
042E0121
042E0150
042E0121
042E0117","检索提取
下一步值机
下一步值机
值机接收
行李交运
返回
航班详情
返回
结束",BRT_0402
5258,"042E0115
040O0233
040O0211
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
下一步值机
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5259,"042E0115
040O0233
040O0211
040O020F
042E0121
042E0150
042E0121
042E0106
042E0141
042E0121
042E0151
042E0121
042E0150
042E0121
042E0117","检索提取
下一步值机
下一步值机
行李交运
返回
航班详情
返回
旅客详情
客票详情
返回
座位锁放
返回
航班详情
返回
结束",BRT_0402
5260,"042E0115
040O0233
040O0211
040O020F
042E0121
042E0150
042E0121
042E0117","检索提取
下一步值机
下一步值机
行李交运
返回
航班详情
返回
结束",BRT_0402
5261,"042E0115
042E0106
042E0146
042E0146
040O0233
040O0211
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
旅客详情
重打牌
重打牌
下一步值机
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5262,"042E0115
042E0106
042E0146
042E0146
042E0150
042E0121
042E0117","检索提取
旅客详情
重打牌
重打牌
航班详情
返回
结束",BRT_0402
5263,"042E0115
042E0106
042E0146
042E0146
040O0233
040O0211
040O020F
042E0121
042E0150
042E0121
042E0106
042E0141
042E0121
042E0151
042E0121
042E0150
042E0121
042E0117","检索提取
旅客详情
重打牌
重打牌
下一步值机
下一步值机
行李交运
返回
航班详情
返回
旅客详情
客票详情
返回
座位锁放
返回
航班详情
返回
结束",BRT_0402
5264,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0146
042E0146
042E0118
040O0233
040O0211
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
检索提取
检索提取
检索提取
检索提取
重打牌
重打牌
检索提取
下一步值机
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5265,"042E0115
040O0233
040O0211
040O020B
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
返回
结束",BRT_0402
5266,"042E0115
042E0115
040O0233
040O0211
040O020B
040O0211
040O020F
040O0211
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
检索提取
下一步值机
下一步值机
选座接收
下一步值机
行李交运
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5267,"042E0115
042E0115
040O0233
040O0211
040O020A
040O020A
040O0211
040O020F
042E0121
042E0150
042E0121
042E0117","检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
行李交运
返回
航班详情
返回
结束",BRT_0402
5268,"042E0115
042E0106
042E0146
042E0146
042E0106
042E0117","检索提取
旅客详情
重打牌
重打牌
旅客详情
结束",BRT_0402
5269,"042E0115
042E0146
042E0146
042E0117","检索提取
重打牌
重打牌
结束",BRT_0402
5270,"042E0115
042E0106
042E0106
042E0146
042E0146
040O0233
040O0211
040O020F
042E0121
162R0500
162R0501
01010916","检索提取
旅客详情
旅客详情
重打牌
重打牌
下一步值机
下一步值机
行李交运
返回
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5271,"042E0115
042E0106
042E0146
042E0146
042E0117","检索提取
旅客详情
重打牌
重打牌
结束",BRT_0402
5272,"042E0115
042E0106
042E0146
042E0146
042E0117","检索提取
旅客详情
重打牌
重打牌
结束",BRT_0402
5273,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
040O0233
040O0211
042E0121
042E0146
042E0146
040O0233
040O0211
040O020F
040O0210
040O0211
040O020F
042E0121
040O0233
040O0211
162R0500
162R0501
01010916","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
重打牌
重打牌
下一步值机
下一步值机
行李交运
检索提取
下一步值机
行李交运
返回
下一步值机
下一步值机
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5274,"042E0115
042E0115
042E0118
042E0115
042E0146
042E0118
042E0146
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
重打牌
检索提取
重打牌
下一步值机
下一步值机
行李交运
返回
结束",BRT_0402
5275,"042E0115
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
042E0121
042E0106
042E0150
042E0121
042E0150
042E0121
042E0170
042E0121
042E0150
042E0121
040O0233
040O0211
042E0121
042E0170
042E0121
042E0150
042E0121
040O0233
040O0211
040O0282
040T0111
040O0200
040O0211
040O020F
040O0211
040O020F
040O0210
040O0211
040O020F
042E0121
042E0150
042E0121
042E0106
042E0141
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
旅客详情
航班详情
返回
航班详情
返回
旅客升降舱
返回
航班详情
返回
下一步值机
下一步值机
返回
旅客升降舱
返回
航班详情
返回
下一步值机
下一步值机
旅客升降舱
旅客升降舱
下一步值机
下一步值机
行李交运
下一步值机
行李交运
检索提取
下一步值机
行李交运
返回
航班详情
返回
旅客详情
客票详情
返回
结束",BRT_0402
5276,"042E0115
042E0115
040O0233
040O0211
042E0121
040O0233
040O0211
042E0121
040O0233
040O0211
040O020B
042E0121
042E0150
042E0121
042E0118
040O0233
040O0211
042E0121
040O0233
040O0211
042E0121
042E0102
040O0233
040O0211
040O0293
040O0200
042E0121
040O0233
040O0211
040O0282
040T0111
040O0200
042E0121
042E0102
042E0117","检索提取
检索提取
下一步值机
下一步值机
返回
下一步值机
下一步值机
返回
下一步值机
下一步值机
选座接收
返回
航班详情
返回
检索提取
下一步值机
下一步值机
返回
下一步值机
下一步值机
返回
检索提取
下一步值机
下一步值机
航班详情
下一步值机
返回
下一步值机
下一步值机
旅客升降舱
旅客升降舱
下一步值机
返回
检索提取
结束",BRT_0402
5277,"042E0115
042E0115
042E0118
042E0102
042E0102
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
结束",BRT_0402
5278,"042E0115
042E0115
042E0170
042E0118
040T0111
042E0121
042E0117","检索提取
检索提取
旅客升降舱
检索提取
旅客升降舱
返回
结束",BRT_0402
5279,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O020A
040O020A
040O0211
040O0293
040O0200
040O0210
040O0211
040O020F
040O020F
042E0121
162R0500
162R0501
162R0500
01010916","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
值机接收
下一步值机
航班详情
下一步值机
检索提取
下一步值机
行李交运
行李交运
返回
值机员综合办理统计
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5280,"042E0115
040O0233
040O0211
040O0270
040O0238
040O0238
040O0211
040O020F
042E0121
042E0150
042E0121
042E0106
042E0141
042E0121
042E0150
042E0121
042E0106
042E0141
042E0121
042E0106
042E0141
042E0121
042E0117","检索提取
下一步值机
下一步值机
旅客详情
重打牌
重打牌
下一步值机
行李交运
返回
航班详情
返回
旅客详情
客票详情
返回
航班详情
返回
旅客详情
客票详情
返回
旅客详情
客票详情
返回
结束",BRT_0402
5281,"042E0115
040O0233
040O0211
040O0238
040O0238
040O0293
040O0200
042E0121
042E0117","检索提取
下一步值机
下一步值机
重打牌
重打牌
航班详情
下一步值机
返回
结束",BRT_0402
5282,"042E0115
040O0233
040O0211
042E0121
042E0170
040T0111
042E0121
040O0233
040O0211
040O020F
042E0121
042E0150
042E0121
042E0106
042E0141
042E0121
042E0151
042E0121
042E0106
042E0150
042E0121
042E0141
042E0121
042E0117","检索提取
下一步值机
下一步值机
返回
旅客升降舱
旅客升降舱
返回
下一步值机
下一步值机
行李交运
返回
航班详情
返回
旅客详情
客票详情
返回
座位锁放
返回
旅客详情
航班详情
返回
客票详情
返回
结束",BRT_0402
5283,"042E0115
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
下一步值机
下一步值机
行李交运
返回
结束",BRT_0402
5284,"042E0115
042E0115
042E0118
042E0115
040O0233
040O0211
040O020B
042E0121
040O0233
040O0211
040O020F
040O020F
040O0211
040O020F
040O020F
162R0500
162R0501
01010916","检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
返回
下一步值机
下一步值机
行李交运
行李交运
下一步值机
行李交运
行李交运
值机员综合办理统计
值机员综合办理统计
结束",BRT_0409
5285,"042E0115
040O0233
040O0211
042E0121
042E0115
042E0118
nav","检索提取
下一步值机
下一步值机
返回
检索提取
检索提取
结束",BRT_040Other
5286,"042E0115
042E0106
042E0146
042E0146
042E0117","检索提取
旅客详情
重打牌
重打牌
结束",BRT_0402
5287,"042E0115
040O0233
040O0211
042E0121
042E0102
042E0118
042E0117","检索提取
下一步值机
下一步值机
返回
检索提取
检索提取
结束",BRT_0402
5288,"042E0115
042E0170
040T0111
042E0121
042E0150
042E0121
042E0150
042E0121
042E0106
042E0150
042E0121
042E0141
042E0121
042E0170
040T0111
042E0121
042E0117","检索提取
旅客升降舱
旅客升降舱
返回
航班详情
返回
航班详情
返回
旅客详情
航班详情
返回
客票详情
返回
旅客升降舱
旅客升降舱
返回
结束",BRT_0402
5289,"042E0115
042E0115
042E0118
040O0233
040O0211
040O020F
040O020F
nav","检索提取
检索提取
检索提取
下一步值机
下一步值机
行李交运
行李交运
结束",BRT_040Other
5290,"042E0102
042E0118
042E0146
042E0146
040O0239
01010903","检索提取
检索提取
重打牌
重打牌
重打牌
结束",BRT_040H
5291,"042E0102
042E0150
042E0121
042E0100
042E0115
040O0233
040O0211
01010903","检索提取
航班详情
返回
检索提取
检索提取
下一步值机
下一步值机
结束",BRT_040H
5292,"042E0115
040O0233
040O0211
040O020B
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
返回
结束",BRT_0402
5293,"042E0115
040O0233
040O0211
040O020B
042E0121
042E0145
042E0121
042E0115
040O0233
040O0211
040O020B
042E0121
042E0118
042E0145
040R0103
042E0121
042E0118
042E0145
040R0103
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
返回
行李交运
返回
检索提取
下一步值机
下一步值机
选座接收
返回
检索提取
行李交运
行李交运
返回
检索提取
行李交运
行李交运
返回
结束",BRT_0402
