路径编号,业务ID,业务组名称,路径编码
11,"042E0102
042E0102
042E0151
042E0121
042E0118
042E0133
042E0150
042E0121
042E0152
042E0152
042E0150
040P0202
01010916","检索提取
检索提取
座位锁放
返回
检索提取
检索提取
航班详情
返回
OP/CI航班
OP/CI航班
航班详情
航班详情
结束",BRT_0406
12,"042E0102
01010916","检索提取
结束",BRT_0406
13,"042E0102
042E0102
042E0102
042E0151
042E0121
042E0102
042E0102
042E0102
042E0151
040P0701
042E0121
042E0102
042E0150
040P0202
042E0121
042E0118
042E0102
042E0118
042E0133
01010910
040P0206
040P0701
040P0701
040P0701
040P0701
040P0701
040P0701
040P0701
040P0701
040P0701
040P0701
040P0701
040P0701
040P0701
040P0200
040P0202
040P0202
040P0202
01010916","检索提取
检索提取
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
座位锁放
座位图旅客处理
返回
检索提取
航班详情
航班详情
返回
检索提取
检索提取
检索提取
检索提取
框架公共功能
座位锁放
座位图旅客处理
座位图旅客处理
座位图旅客处理
座位图旅客处理
座位图旅客处理
座位图旅客处理
座位图旅客处理
座位图旅客处理
座位图旅客处理
座位图旅客处理
座位图旅客处理
座位图旅客处理
座位图旅客处理
航班详情
航班详情
航班详情
航班详情
结束",BRT_0406
14,"042E0102
042E0151
042E0121
042E0150
042E0121
042E0133
042E0133
042E0180
undefined
042E0301
undefined
undefined
undefined
042E0102
042E0133
042E0151
042E0121
042E0118
042E0133
042E0133
042E0133
042E0151
042E0121
042E0133
042E0133
042E0133
042E0151
042E0121
undefined
01010916","检索提取
座位锁放
返回
航班详情
返回
检索提取
检索提取
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
检索提取
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
座位锁放
返回
检索提取
检索提取
检索提取
座位锁放
返回
已/未登机查询
结束",BRT_0406
15,"042E0102
042E0102
042E0133
042E0102
042E0150
042E0121
042E0102
042E0102
042E0102
042E0118
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0118
042E0102
042E0150
01010916","检索提取
检索提取
检索提取
检索提取
航班详情
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
航班详情
结束",BRT_0406
16,"042E0102
042E0118
042E0133
042E0150
042E0121
042E0100
042E0102
042E0151
042E0121
042E0151
042E0121
042E0118
01010916","检索提取
检索提取
检索提取
航班详情
返回
检索提取
检索提取
座位锁放
返回
座位锁放
返回
检索提取
结束",BRT_0406
17,"042E0102
042E0118
042E0102
042E0102
042E0102
042E0133
042E0102
141R0100
16290102
01010916","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
客票查询
客票查询
结束",BRT_0406
18,"042E0102
141R0100
16290102
16290102
01010916","检索提取
客票查询
客票查询
客票查询
结束",BRT_0406
19,"042E0102
042E0152
042E0152
042E0150
042E0155
040Q0114
040Q0103
040Q0114
040Q0103
043L0701
07161201
040Q0105
040O0211
040O0278
042F0202
040O0200
040O0211
040O020F
040P0202
040P0202
040P0202
040P0202
01010916","检索提取
OP/CI航班
OP/CI航班
航班详情
添加无订座
添加无订座
添加无订座
添加无订座
添加无订座
None
GS限额
添加无订座
下一步值机
管理旅客备注
管理旅客备注
下一步值机
下一步值机
行李交运
航班详情
航班详情
航班详情
航班详情
结束",BRT_0406
20,"042E0102
042E0100
040P0202
042E0102
042E0151
042E0121
042E0118
042E0118
040O0233
040O0211
040O0211
040O020E
042E0151
042E0121
042E0118
042E0102
042E0102
042E0118
042E0142
040V0204
042E0121
042E0102
042E0121
042E0102
042E0118
042E0118
040O0233
040O0211
040O020E
040O0278
042F0202
040O0200
042E0121
042E0102
042E0118
042E0118
042E0137
042F0202
042E0121
042E0102
01010916","检索提取
检索提取
航班详情
检索提取
座位锁放
返回
检索提取
检索提取
下一步值机
下一步值机
下一步值机
修改座位
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
座位处理
座位处理
返回
检索提取
返回
检索提取
检索提取
检索提取
下一步值机
下一步值机
修改座位
管理旅客备注
管理旅客备注
下一步值机
返回
检索提取
检索提取
检索提取
管理旅客备注
管理旅客备注
返回
检索提取
结束",BRT_0406
21,"042E0102
042E0117","检索提取
结束",BRT_0401
22,"042E0102
042E0133
042E0102
042E0102
042E0102
042E0180
undefined
undefined
01010916","检索提取
检索提取
检索提取
检索提取
检索提取
已/未登机查询
已/未登机查询
已/未登机查询
结束",BRT_0406
23,"042E0102
042E0102
042E0151
042E0121
042E0102
042E0170
040T0101
042E0121
042E0152
042E0152
042E0150
042E0150
042E0121
042E0151
040P0701
040P0701
undefined
042E0100
042E0102
042E0102
042E0118
042E0117","检索提取
检索提取
座位锁放
返回
检索提取
旅客升降舱
旅客升降舱
返回
OP/CI航班
OP/CI航班
航班详情
航班详情
返回
座位锁放
座位图旅客处理
座位图旅客处理
已/未登机查询
检索提取
检索提取
检索提取
检索提取
结束",BRT_0401
24,"042E0102
042E0102
042E0118
042E0102
042E0118
042E0118
042E0145
040R0103
040R0103
040R0103
040R0104
040R0103
nav","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
行李交运
行李交运
行李交运
行李交运
行李交运
行李交运
结束",BRT_040Other
25,"042E0102
01010916","检索提取
结束",BRT_0406
26,"042E0102
042E0118
042E0151
042E0121
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
undefined
042E0102
042E0151
040P0701
040P0701
042E0121
undefined
undefined
undefined
undefined
undefined
undefined
042E0100
042E0115
040O0233
040O0211
040O020B
040O0211
040O020F
042E0102
undefined
undefined
undefined
01010910
undefined
undefined
undefined
042E0305
undefined
01010916","检索提取
检索提取
座位锁放
返回
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
检索提取
座位锁放
座位图旅客处理
座位图旅客处理
返回
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
检索提取
检索提取
下一步值机
下一步值机
选座接收
下一步值机
行李交运
检索提取
已/未登机查询
已/未登机查询
已/未登机查询
框架公共功能
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
结束",BRT_0406
27,"042E0102
042E0100
042E0102
042E0102
042E0118
042E0118
042E0142
042E0121
043L0202
07161201
042E0170
040T0101
042E0121
01010916","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位处理
返回
GS限额
GS限额
旅客升降舱
旅客升降舱
返回
结束",BRT_0406
28,"042E0102
042E0301
042E0102
042E0118
042E0151
042E0121
undefined
undefined
undefined
undefined
undefined
undefined
undefined
01010916","检索提取
已/未登机查询
检索提取
检索提取
座位锁放
返回
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
结束",BRT_0406
29,"042E0102
042E0118
042E0100
042E0115
042E0102
01010903","检索提取
检索提取
检索提取
检索提取
检索提取
结束",BRT_040H
30,"042E0102
042E0150
042E0121
042E0152
042E0152
042E0100
042E0102
042E0180
undefined
undefined
042E0301
01010916","检索提取
航班详情
返回
OP/CI航班
OP/CI航班
检索提取
检索提取
已/未登机查询
已/未登机查询
已/未登机查询
已/未登机查询
结束",BRT_0406
31,"042E0102
042E0150
042E0100
042E0102
042E0102
042E0118
042E0102
042E0118
042E0150
042E0121
042E0150
040P0218
042E0121
043L0202
07161201
042E0118
042E0118
042E0170
040T0101
042E0121
040P0202
042E0121
042E0150
042E0121
141R0100
16290102
01010916","检索提取
航班详情
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
航班详情
返回
航班详情
航班详情
返回
GS限额
GS限额
检索提取
检索提取
旅客升降舱
旅客升降舱
返回
航班详情
返回
航班详情
返回
客票查询
客票查询
结束",BRT_0406
32,"042E0102
042E0102
042E0102
042E0102
042E0117","检索提取
检索提取
检索提取
检索提取
结束",BRT_0401
33,"042E0102
042E0150
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
040P0202
042E0121
042E0117","检索提取
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
航班详情
返回
结束",BRT_0401
34,"042E0102
042E0102
042E0117","检索提取
检索提取
结束",BRT_0401
35,"042E0115
042E0137
042F0202
042E0121
nav","检索提取
管理旅客备注
管理旅客备注
返回
结束",BRT_040Other
36,"042E0102
042E0118
040O0240
042E0151
042E0121
042E0118
040O0233
040O0211
040O0262
042E0121
042E0118
042E0141
042E0121
042E0106
042E0102
042E0102
042E0118
042E0106
042E0117","检索提取
检索提取
检索提取
座位锁放
返回
检索提取
下一步值机
下一步值机
值机接收
返回
检索提取
客票详情
返回
旅客详情
检索提取
检索提取
检索提取
旅客详情
结束",BRT_0401
37,"042E0102
042E0151
042E0121
042E0115
042E0115
042E0115
042E0118
042E0118
040O0233
040O0211
040O020B
040O020B
040O0211
040O020A
040O020A
040O0211
040O0210
040O0211
040O020F
040O0252
040R0104
040O0211
040O020F
040O0210
040O0211
040O020F
042E0121
042E0151
042E0121
042E0100
042E0102
042E0102
042E0102
040O0233
040O0211
040O020F
042E0121
042E0102
040O0233
040O0211
040O020F
042E0121
042E0102
042E0118
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
选座接收
下一步值机
值机接收
值机接收
下一步值机
检索提取
下一步值机
行李交运
行李交运
行李交运
下一步值机
行李交运
检索提取
下一步值机
行李交运
返回
座位锁放
返回
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
行李交运
返回
检索提取
下一步值机
下一步值机
行李交运
返回
检索提取
检索提取
下一步值机
下一步值机
行李交运
返回
结束",BRT_0401
38,"042E0102
042E0117","检索提取
结束",BRT_0401
39,"042E0102
042E0150
040P0206
040P0200
040P0206
040P0200
040P0212
141R0100
01010916","检索提取
航班详情
座位锁放
航班详情
座位锁放
航班详情
添加无订座
客票查询
结束",BRT_0406
40,"042E0115
040O0233
040O0211
040O020B
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
返回
结束",BRT_0402
41,"042E0115
040O0233
040O0211
042E0121
042E0102
042E0118
042E0151
042E0121
042E0118
040O0233
040O0211
040O020E
040O020E
042E0121
042E0115
040O0233
040O0211
042E0121
042E0102
042E0118
042E0118
040O0233
040O0211
040O020E
040O0211
040O020E
042E0121
042E0102
042E0118
042E0106
042E0151
042E0121
042E0118
042E0146
042E0146
042E0151
042E0121
040O0233
040O0211
042E0121
042E0151
040P0701
042E0121
042E0150
040P0214
01010903","检索提取
下一步值机
下一步值机
返回
检索提取
检索提取
座位锁放
返回
检索提取
下一步值机
下一步值机
修改座位
修改座位
返回
检索提取
下一步值机
下一步值机
返回
检索提取
检索提取
检索提取
下一步值机
下一步值机
修改座位
下一步值机
修改座位
返回
检索提取
检索提取
旅客详情
座位锁放
返回
检索提取
重打牌
重打牌
座位锁放
返回
下一步值机
下一步值机
返回
座位锁放
座位图旅客处理
返回
航班详情
航班详情
结束",BRT_040I
42,"042E0115
042E0115
042E0118
042E0115
042E0118
042E0151
042E0121
042E0102
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放
返回
检索提取
结束",BRT_0402
43,"042E0115
042E0115
042E0118
042E0115
042E0118
040O0233
040O0211
040O020E
042E0121
042E0118
042E0146
042E0146
042E0133
042E0133
042E0118
042E0118
040O0233
040O0211
040O020E
042E0121
042E0133
042E0133
042E0118
040O0233
040O0211
040O020E
040O0279
042F0401
040O0200
040O0211
040O020F
042E0121
042E0118
040O0233
040O0211
040O020F
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
修改座位
返回
检索提取
重打牌
重打牌
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
修改座位
返回
检索提取
检索提取
检索提取
下一步值机
下一步值机
修改座位
管理特服
管理特服
下一步值机
下一步值机
行李交运
返回
检索提取
下一步值机
下一步值机
行李交运
返回
结束",BRT_0402
44,"042E0102
042E0118
040O0233
040O0211
042E0121
042E0102
042E0102
042E0102
042E0102
042E0102
042E0118
040O0233
040O0211
040O020E
042E0121
042E0117","检索提取
检索提取
下一步值机
下一步值机
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
修改座位
返回
结束",BRT_0401
45,"042E0115
042E0143
040O0233
040O0211
040O0262
040O0293
040P0206
040P0200
040O0200
042E0121
042E0118
040O0233
040O0211
040O020A
042E0121
042E0102
042E0118
042E0133
042E0133
042E0133
042E0133
042E0133
042E0151
042E0121
042E0118
042E0143
040O0233
040O0211
040O020A
01010910
042E0121
042E0117","检索提取
旅客拉下
下一步值机
下一步值机
值机接收
航班详情
座位锁放
航班详情
下一步值机
返回
检索提取
下一步值机
下一步值机
值机接收
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
座位锁放
返回
检索提取
旅客拉下
下一步值机
下一步值机
值机接收
框架公共功能
返回
结束",BRT_0402
46,"042E0115
042E0102
042E0118
042E0118
042E0118
042E0118
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
结束",BRT_0402
47,"042E0102
042E0102
042E0118
042E0118
042E0133
042E0118
042E0133
042E0118
042E0118
040O0233
040O0211
040O0262
040O0233
042E0121
042E0102
042E0102
040O0233
040O0211
040O020E
042E0121
042E0102
040O0233
040O0211
040O020B
040O020B
040O0262
040O0223
040O0223
040O0211
040O020B
040O020B
040O0211
040O0279
nav","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
值机接收
下一步值机
返回
检索提取
检索提取
下一步值机
下一步值机
修改座位
返回
检索提取
下一步值机
下一步值机
选座接收
选座接收
值机接收
OP/CI航班
OP/CI航班
下一步值机
选座接收
选座接收
下一步值机
管理特服
结束",BRT_040Other
48,"042E0102
042E0100
042E0102
040O0262
040O0262
040O0262
042E0133
042E0100
042E0115
nav","检索提取
检索提取
检索提取
值机接收
值机接收
值机接收
检索提取
检索提取
检索提取
结束",BRT_040Other
49,"042E0102
042E0115
042E0118
040O0233
040O0211
040O020B
040O020B
040O0211
040O0238
040O0238
nav","检索提取
检索提取
检索提取
下一步值机
下一步值机
选座接收
选座接收
下一步值机
重打牌
重打牌
结束",BRT_040Other
50,"042E0102
042E0117","检索提取
结束",BRT_0401
51,"042E0115
042E0102
042E0102
042E0151
042E0121
042E0117","检索提取
检索提取
检索提取
座位锁放
返回
结束",BRT_0402
52,"042E0115
042E0117","检索提取
结束",BRT_0402
53,"042E0102
042E0115
042E0118
042E0118
040O0233
040O0211
042E0121
042E0117","检索提取
检索提取
检索提取
检索提取
下一步值机
下一步值机
返回
结束",BRT_0401
54,"042E0102
042E0150
042E0117","检索提取
航班详情
结束",BRT_0401
55,"042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0102
042E0100
042E0115
042E0133
01010916","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
结束",BRT_0406
56,"042E0102
042E0102
042E0118
042E0141
042E0121
042E0102
042E0118
06120100
01010916","检索提取
检索提取
检索提取
客票详情
返回
检索提取
检索提取
None
结束",BRT_0406
57,"042E0102
01010916","检索提取
结束",BRT_0406
58,"042E0115
042E0112
01010916","检索提取
检索提取
结束",BRT_0409
59,"042E0102
01010903","检索提取
结束",BRT_040H
60,"042E0102
042E0151
043L1201
07161400
042E0121
042E0118
042E0117","检索提取
座位锁放
座位锁放
座位与旅客控制
返回
检索提取
结束",BRT_0401
61,"042E0102
16200800
16200801
01010916","检索提取
AV查询
AV查询
结束",BRT_0406
62,"042E0102
042E0150
040P0200
042E0121
042E0150
040P0206
040P0200
040P0200
042E0121
042E0100
01010916","检索提取
航班详情
航班详情
返回
航班详情
座位锁放
航班详情
航班详情
返回
检索提取
结束",BRT_0406
63,"042E0102
042E0102
042E0102
042E0150
042E0121
042E0102
042E0100
163L0300
163L0301
01010916","检索提取
检索提取
检索提取
航班详情
返回
检索提取
检索提取
业务信息查询
业务信息查询
结束",BRT_0406
64,"042E0102
042E0141
042E0121
042E0145
040R0104
042E0121
042E0143
042E0142
040V0204
042E0121
042E0141
042E0121
042E0141
042E0121
042E0106
042E0133
042E0133
042E0141
042E0121
042E0100
042E0102
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0133
042E0102
042E0117","检索提取
客票详情
返回
行李交运
行李交运
返回
旅客拉下
座位处理
座位处理
返回
客票详情
返回
客票详情
返回
旅客详情
检索提取
检索提取
客票详情
返回
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
结束",BRT_0401
65,"042E0115
042E0133
042E0133
042E0133
042E0133
042E0133
042E0117","检索提取
检索提取
检索提取
检索提取
检索提取
检索提取
结束",BRT_0402
66,"042E0115
042E0117","检索提取
结束",BRT_0402
67,"042E0115
042E0117","检索提取
结束",BRT_0402
68,"042E0115
141R0100
141R0101
01010916","检索提取
客票查询
客票查询
结束",BRT_0409
69,"042E0115
042E0117","检索提取
结束",BRT_0402
70,"042E0115
040O0233
040O0211
040O020B
040O0288
040R0103
040O0200
042E0121
042E0117","检索提取
下一步值机
下一步值机
选座接收
行李交运
行李交运
下一步值机
返回
结束",BRT_0402
71,"042E0115
042E0112
042E0115
141R0100
141R0101
01010916","检索提取
检索提取
检索提取
客票查询
客票查询
结束",BRT_0409
72,"042E0102
042E0102
042E0138
01010903","检索提取
检索提取
管理特服
结束",BRT_040H
73,"042E0102
042E0137
042F0202
042E0121
042E0100
042E0117","检索提取
管理旅客备注
管理旅客备注
返回
检索提取
结束",BRT_0401
74,"042E0115
042E0143
01010916","检索提取
旅客拉下
结束",BRT_0409
75,"042E0115
042E0117","检索提取
结束",BRT_0402
76,"042E0102
042E0102
042E0117","检索提取
检索提取
结束",BRT_0401
77,"042E0102
042E0150
040P0200
042E0121
042E0151
043L1201
07161400
040P0701
040P0701
042E0121
042E0117","检索提取
航班详情
航班详情
返回
座位锁放
座位锁放
座位与旅客控制
座位图旅客处理
座位图旅客处理
返回
结束",BRT_0401
78,"042E0102
042E0100
042E0115
042E0141
042E0121
042E0145
040R0104
042E0121
042E0106
141R0100
16290102
01010916","检索提取
检索提取
检索提取
客票详情
返回
行李交运
行李交运
返回
旅客详情
客票查询
客票查询
结束",BRT_0406
79,"042E0102
040O0233
040O0211
040O0225
042E0117","检索提取
下一步值机
下一步值机
值机接收
结束",BRT_0401
80,"042E0115
040O0233
040O020B
040O020B
042E0145
040R0104
042E0121
042E0106
01010916","检索提取
下一步值机
选座接收
选座接收
行李交运
行李交运
返回
旅客详情
结束",BRT_0409
81,"042E0115
042E0137
042F0202
042E0121
042E0106
042E0141
042E0121
042E0106
043L0101
042E0117","检索提取
管理旅客备注
管理旅客备注
返回
旅客详情
客票详情
返回
旅客详情
旅客详情
结束",BRT_0402
82,"042E0102
042E0117","检索提取
结束",BRT_0401
