business_id,business_label,BP,KC,PG,BT,DIST,SUB,business_class,class_name
01010102,0,01,1,01,02,0.0,0.0,01,登录
042E0100,0,04,16,01,00,15.4272,5.853,02,检索提取
042E0115,1,04,16,01,15,15.0,27.257,02,检索提取
042E0115,1,04,16,01,15,0.0,16.992,02,检索提取
042E0118,0,04,16,01,18,3.0,1.565,02,检索提取
042E0115,1,04,16,01,15,3.0,13.594,02,检索提取
042E0118,0,04,16,01,18,3.0,1.579,02,检索提取
042E0115,1,04,16,01,15,3.0,9.873,02,检索提取
042E0118,0,04,16,01,18,3.0,1.554,02,检索提取
040O0200,0,04,24,02,00,19.7231,8.418,04,值机接收
040O0211,0,04,24,02,11,11.0,1.421,04,值机接收
040O0204,0,04,24,02,04,7.0,8.779,04,值机接收
040O0280,0,04,24,02,80,76.0,4.292,15,客票详情
040O0200,0,04,24,02,00,80.0,3.373,04,值机接收
040O0285,0,04,24,02,85,85.0,2.206,22,证件校验
042F0801,0,04,17,08,01,84.5044,2.561,22,证件校验
042F0801,0,04,17,08,01,0.0,5.535,22,证件校验
042F0801,0,04,17,08,01,0.0,4.825,22,证件校验
042F0801,0,04,17,08,01,0.0,4.561,22,证件校验
040O0200,0,04,24,02,00,9.2736,4.128,04,值机接收
040O0212,0,04,24,02,12,12.0,3.614,04,值机接收
040O0204,0,04,24,02,04,8.0,6.19,04,值机接收
040O0238,0,04,24,02,38,34.0,19.386,09,重打牌
040O0238,0,04,24,02,38,0.0,0.569,09,重打牌
040O0280,0,04,24,02,80,42.0,3.783,15,客票详情
040O0200,0,04,24,02,00,80.0,3.603,04,值机接收
040O0238,0,04,24,02,38,38.0,10.445,09,重打牌
040O0238,0,04,24,02,38,0.0,0.55,09,重打牌
040O0238,0,04,24,02,38,0.0,11.849,09,重打牌
040O0238,0,04,24,02,38,0.0,0.63,09,重打牌
042E0121,0,04,16,01,21,18.8149,54.452,79,返回
042E0117,-1,04,16,01,17,4.0,1.989,05,结束
042E0115,1,04,16,01,15,2.0,7.745,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.661,04,值机接收
040O0211,0,04,24,02,11,11.0,0.647,04,值机接收
040O0204,0,04,24,02,04,7.0,0.4,04,值机接收
042E0121,0,04,16,01,21,18.8149,7.885,79,返回
042E0117,-1,04,16,01,17,4.0,0.333,05,结束
042E0102,1,04,16,01,02,15.0,3.313,02,检索提取
042E0102,1,04,16,01,02,0.0,13.061,02,检索提取
042E0117,-1,04,16,01,17,15.0,7.183,05,结束
042E0117,-1,04,16,01,17,0.0,0.351,05,结束
042E0117,-1,04,16,01,17,0.0,0.22,05,结束
042E0115,1,04,16,01,15,2.0,1.998,02,检索提取
042E0115,1,04,16,01,15,0.0,5.224,02,检索提取
042E0118,0,04,16,01,18,3.0,1.312,02,检索提取
040O0200,0,04,24,02,00,19.7231,2.909,04,值机接收
040O0211,0,04,24,02,11,11.0,0.652,04,值机接收
040O0204,0,04,24,02,04,7.0,0.468,04,值机接收
040O0212,0,04,24,02,12,8.0,5.711,04,值机接收
040O0204,0,04,24,02,04,8.0,0.765,04,值机接收
040O0204,0,04,24,02,04,0.0,3.891,04,值机接收
040O0204,0,04,24,02,04,0.0,0.306,04,值机接收
042E0121,0,04,16,01,21,18.8149,50.376,79,返回
042E0117,-1,04,16,01,17,4.0,0.468,05,结束
042E0115,1,04,16,01,15,2.0,43.789,02,检索提取
040O0200,0,04,24,02,00,17.0294,7.113,04,值机接收
040O0211,0,04,24,02,11,11.0,0.55,04,值机接收
040O0204,0,04,24,02,04,7.0,14.011,04,值机接收
040O0204,0,04,24,02,04,0.0,0.298,04,值机接收
040O0238,0,04,24,02,38,34.0,7.448,09,重打牌
040O0238,0,04,24,02,38,0.0,0.52,09,重打牌
042E0121,0,04,16,01,21,18.8149,19.944,79,返回
042E0106,0,04,16,01,06,15.0,0.894,10,旅客详情
042E0117,-1,04,16,01,17,11.0,2.013,05,结束
042E0117,-1,04,16,01,17,0.0,0.256,05,结束
042E0117,-1,04,16,01,17,0.0,0.181,05,结束
042E0115,1,04,16,01,15,2.0,25.031,02,检索提取
042E0146,0,04,16,01,46,31.0,3.397,09,重打牌
042E0146,0,04,16,01,46,0.0,0.535,09,重打牌
040O0200,0,04,24,02,00,46.7012,0.745,04,值机接收
040O0211,0,04,24,02,11,11.0,0.437,04,值机接收
040O0212,0,04,24,02,12,1.0,2.027,04,值机接收
040O0204,0,04,24,02,04,8.0,4.179,04,值机接收
042E0121,0,04,16,01,21,18.8149,8.327,79,返回
042E0117,-1,04,16,01,17,4.0,0.149,05,结束
042E0117,-1,04,16,01,17,0.0,0.199,05,结束
042E0115,1,04,16,01,15,2.0,9.322,02,检索提取
042E0146,0,04,16,01,46,31.0,1.855,09,重打牌
042E0146,0,04,16,01,46,0.0,0.476,09,重打牌
040O0200,0,04,24,02,00,46.7012,0.516,04,值机接收
040O0211,0,04,24,02,11,11.0,0.467,04,值机接收
040O0204,0,04,24,02,04,7.0,5.937,04,值机接收
042E0121,0,04,16,01,21,18.8149,20.74,79,返回
042E0117,-1,04,16,01,17,4.0,0.778,05,结束
042E0117,-1,04,16,01,17,0.0,0.366,05,结束
042E0115,1,04,16,01,15,2.0,13.077,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.675,04,值机接收
040O0211,0,04,24,02,11,11.0,0.535,04,值机接收
040O0204,0,04,24,02,04,7.0,8.975,04,值机接收
040O0204,0,04,24,02,04,0.0,9.213,04,值机接收
042E0121,0,04,16,01,21,18.8149,38.338,79,返回
042E0117,-1,04,16,01,17,4.0,0.268,05,结束
042E0115,1,04,16,01,15,2.0,5.24,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.306,04,值机接收
040O0211,0,04,24,02,11,11.0,0.523,04,值机接收
040O0204,0,04,24,02,04,7.0,4.615,04,值机接收
042E0121,0,04,16,01,21,18.8149,16.771,79,返回
042E0117,-1,04,16,01,17,4.0,0.247,05,结束
042E0115,1,04,16,01,15,2.0,21.283,02,检索提取
040O0200,0,04,24,02,00,17.0294,4.231,04,值机接收
040O0211,0,04,24,02,11,11.0,0.565,04,值机接收
040O0204,0,04,24,02,04,7.0,23.103,04,值机接收
040O0204,0,04,24,02,04,0.0,30.105,04,值机接收
040O0204,0,04,24,02,04,0.0,26.132,04,值机接收
040O0204,0,04,24,02,04,0.0,0.393,04,值机接收
042E0121,0,04,16,01,21,18.8149,1.431,79,返回
042E0117,-1,04,16,01,17,4.0,0.477,05,结束
042E0102,1,04,16,01,02,15.0,24.551,02,检索提取
040O0200,0,04,24,02,00,8.3066,1.659,04,值机接收
040O0211,0,04,24,02,11,11.0,0.472,04,值机接收
040O0204,0,04,24,02,04,7.0,4.904,04,值机接收
042E0121,0,04,16,01,21,18.8149,10.844,79,返回
042E0117,-1,04,16,01,17,4.0,2.435,05,结束
042E0117,-1,04,16,01,17,0.0,0.483,05,结束
042E0115,1,04,16,01,15,2.0,3.499,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.349,04,值机接收
040O0211,0,04,24,02,11,11.0,0.475,04,值机接收
040O0238,0,04,24,02,38,27.0,0.645,09,重打牌
040O0238,0,04,24,02,38,0.0,0.391,09,重打牌
040O0204,0,04,24,02,04,34.0,10.025,04,值机接收
042E0121,0,04,16,01,21,18.8149,19.942,79,返回
042E0117,-1,04,16,01,17,4.0,0.298,05,结束
042E0115,1,04,16,01,15,2.0,6.76,02,检索提取
042E0115,1,04,16,01,15,0.0,7.194,02,检索提取
042E0118,0,04,16,01,18,3.0,1.503,02,检索提取
040O0200,0,04,24,02,00,19.7231,3.725,04,值机接收
040O0211,0,04,24,02,11,11.0,0.43,04,值机接收
040O0204,0,04,24,02,04,7.0,4.966,04,值机接收
040O0204,0,04,24,02,04,0.0,0.298,04,值机接收
042E0121,0,04,16,01,21,18.8149,14.907,79,返回
042E0117,-1,04,16,01,17,4.0,0.264,05,结束
042E0117,-1,04,16,01,17,0.0,0.302,05,结束
042E0115,1,04,16,01,15,2.0,11.001,02,检索提取
042E0115,1,04,16,01,15,0.0,2.726,02,检索提取
042E0118,0,04,16,01,18,3.0,1.329,02,检索提取
040O0200,0,04,24,02,00,19.7231,2.051,04,值机接收
040O0211,0,04,24,02,11,11.0,0.449,04,值机接收
040O0238,0,04,24,02,38,27.0,1.035,09,重打牌
040O0238,0,04,24,02,38,0.0,0.411,09,重打牌
040O0204,0,04,24,02,04,34.0,2.938,04,值机接收
040O0210,0,04,24,02,10,6.0,31.731,04,值机接收
040O0204,0,04,24,02,04,6.0,3.913,04,值机接收
01010917,-1,01,1,09,17,27.4955,23.602,05,结束
042E0115,1,04,16,01,15,17.3781,9.907,02,检索提取
042E0115,1,04,16,01,15,0.0,3.037,02,检索提取
042E0118,0,04,16,01,18,3.0,1.324,02,检索提取
040O0200,0,04,24,02,00,19.7231,0.835,04,值机接收
040O0211,0,04,24,02,11,11.0,0.475,04,值机接收
040O0204,0,04,24,02,04,7.0,1.813,04,值机接收
040O0238,0,04,24,02,38,34.0,1.555,09,重打牌
040O0238,0,04,24,02,38,0.0,0.392,09,重打牌
040O0210,0,04,24,02,10,28.0,22.212,04,值机接收
040O0204,0,04,24,02,04,6.0,4.479,04,值机接收
042E0121,0,04,16,01,21,18.8149,18.58,79,返回
042E0117,-1,04,16,01,17,4.0,0.347,05,结束
042E0115,1,04,16,01,15,2.0,11.825,02,检索提取
040O0200,0,04,24,02,00,17.0294,6.856,04,值机接收
040O0211,0,04,24,02,11,11.0,0.438,04,值机接收
040O0204,0,04,24,02,04,7.0,0.667,04,值机接收
040O0211,0,04,24,02,11,7.0,0.335,04,值机接收
040O0204,0,04,24,02,04,7.0,1.105,04,值机接收
040O0204,0,04,24,02,04,0.0,9.92,04,值机接收
040O0238,0,04,24,02,38,34.0,2.335,09,重打牌
040O0204,0,04,24,02,04,34.0,1.181,04,值机接收
040O0211,0,04,24,02,11,7.0,0.329,04,值机接收
040O0285,0,04,24,02,85,74.0,6.329,22,证件校验
042F0817,0,04,17,08,17,68.6222,3.143,12,管理旅客备注
042F0801,0,04,17,08,01,16.0,2.131,22,证件校验
040O0200,0,04,24,02,00,9.2736,4.212,04,值机接收
040O0204,0,04,24,02,04,4.0,1.392,04,值机接收
040O0212,0,04,24,02,12,8.0,4.108,04,值机接收
040O0204,0,04,24,02,04,8.0,0.842,04,值机接收
040O0285,0,04,24,02,85,81.0,3.051,22,证件校验
040O0200,0,04,24,02,00,85.0,52.82,04,值机接收
040O0262,0,04,24,02,62,62.0,1.822,04,值机接收
040O0238,0,04,24,02,38,24.0,1.279,09,重打牌
040O0238,0,04,24,02,38,0.0,0.441,09,重打牌
040O0204,0,04,24,02,04,34.0,2.883,04,值机接收
040O0204,0,04,24,02,04,0.0,0.315,04,值机接收
040O0270,0,04,24,02,70,66.0,49.611,10,旅客详情
042E0121,0,04,16,01,21,49.6588,11.721,79,返回
042E0117,-1,04,16,01,17,4.0,0.258,05,结束
042E0117,-1,04,16,01,17,0.0,0.303,05,结束
042E0115,1,04,16,01,15,2.0,12.697,02,检索提取
042E0146,0,04,16,01,46,31.0,1.725,09,重打牌
042E0146,0,04,16,01,46,0.0,0.441,09,重打牌
040O0200,0,04,24,02,00,46.7012,0.728,04,值机接收
040O0211,0,04,24,02,11,11.0,0.427,04,值机接收
040O0204,0,04,24,02,04,7.0,2.336,04,值机接收
040O0204,0,04,24,02,04,0.0,0.303,04,值机接收
042E0121,0,04,16,01,21,18.8149,25.273,79,返回
042E0117,-1,04,16,01,17,4.0,0.314,05,结束
042E0115,1,04,16,01,15,2.0,2.113,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.359,04,值机接收
040O0211,0,04,24,02,11,11.0,0.42,04,值机接收
040O0204,0,04,24,02,04,7.0,6.477,04,值机接收
040O0212,0,04,24,02,12,8.0,2.468,04,值机接收
040O0204,0,04,24,02,04,8.0,2.764,04,值机接收
040O0204,0,04,24,02,04,0.0,2.799,04,值机接收
040O0204,0,04,24,02,04,0.0,0.247,04,值机接收
042E0121,0,04,16,01,21,18.8149,23.92,79,返回
042E0117,-1,04,16,01,17,4.0,0.523,05,结束
042E0117,-1,04,16,01,17,0.0,0.236,05,结束
042E0115,1,04,16,01,15,2.0,7.371,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.319,04,值机接收
040O0211,0,04,24,02,11,11.0,0.456,04,值机接收
040O0204,0,04,24,02,04,7.0,5.301,04,值机接收
040O0204,0,04,24,02,04,0.0,3.41,04,值机接收
042E0121,0,04,16,01,21,18.8149,20.742,79,返回
042E0117,-1,04,16,01,17,4.0,0.279,05,结束
042E0115,1,04,16,01,15,2.0,8.705,02,检索提取
042E0117,-1,04,16,01,17,2.0,3.652,05,结束
042E0117,-1,04,16,01,17,0.0,0.304,05,结束
042E0115,1,04,16,01,15,2.0,14.033,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.74,04,值机接收
040O0211,0,04,24,02,11,11.0,0.427,04,值机接收
040O0204,0,04,24,02,04,7.0,11.176,04,值机接收
042E0121,0,04,16,01,21,18.8149,15.427,79,返回
042E0117,-1,04,16,01,17,4.0,0.297,05,结束
042E0117,-1,04,16,01,17,0.0,0.208,05,结束
042E0115,1,04,16,01,15,2.0,14.983,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.852,04,值机接收
040O0211,0,04,24,02,11,11.0,0.429,04,值机接收
040O0204,0,04,24,02,04,7.0,15.472,04,值机接收
040O0204,0,04,24,02,04,0.0,0.277,04,值机接收
042E0121,0,04,16,01,21,18.8149,17.661,79,返回
042E0117,-1,04,16,01,17,4.0,0.287,05,结束
042E0115,1,04,16,01,15,2.0,15.201,02,检索提取
040O0200,0,04,24,02,00,17.0294,2.237,04,值机接收
040O0211,0,04,24,02,11,11.0,0.461,04,值机接收
040O0204,0,04,24,02,04,7.0,1.334,04,值机接收
042E0121,0,04,16,01,21,18.8149,21.331,79,返回
042E0117,-1,04,16,01,17,4.0,0.349,05,结束
042E0105,1,04,16,01,05,12.0,1.555,61,办理历史
042E0105,1,04,16,01,05,0.0,2.241,61,办理历史
042E0141,0,04,16,01,41,36.0,2.365,15,客票详情
042E0121,0,04,16,01,21,20.0,1.038,79,返回
042E0117,-1,04,16,01,17,4.0,0.367,05,结束
042E0117,-1,04,16,01,17,0.0,0.194,05,结束
042E0115,1,04,16,01,15,2.0,4.539,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.362,04,值机接收
040O0211,0,04,24,02,11,11.0,0.467,04,值机接收
040O0204,0,04,24,02,04,7.0,5.408,04,值机接收
042E0121,0,04,16,01,21,18.8149,31.438,79,返回
042E0117,-1,04,16,01,17,4.0,0.226,05,结束
042E0117,-1,04,16,01,17,0.0,0.208,05,结束
042E0115,1,04,16,01,15,2.0,5.474,02,检索提取
040O0200,0,04,24,02,00,17.0294,2.831,04,值机接收
040O0211,0,04,24,02,11,11.0,0.538,04,值机接收
040O0204,0,04,24,02,04,7.0,7.204,04,值机接收
040O0204,0,04,24,02,04,0.0,3.329,04,值机接收
042E0121,0,04,16,01,21,18.8149,20.759,79,返回
042E0115,1,04,16,01,15,6.0,1.2,02,检索提取
042E0118,0,04,16,01,18,3.0,1.478,02,检索提取
042E0115,1,04,16,01,15,3.0,3.427,02,检索提取
042E0118,0,04,16,01,18,3.0,1.336,02,检索提取
042E0115,1,04,16,01,15,3.0,1.367,02,检索提取
042E0118,0,04,16,01,18,3.0,1.299,02,检索提取
040O0200,0,04,24,02,00,19.7231,3.904,04,值机接收
040O0211,0,04,24,02,11,11.0,0.436,04,值机接收
040O0204,0,04,24,02,04,7.0,11.561,04,值机接收
040O0204,0,04,24,02,04,0.0,4.707,04,值机接收
042E0121,0,04,16,01,21,18.8149,30.364,79,返回
042E0117,-1,04,16,01,17,4.0,0.962,05,结束
042E0115,1,04,16,01,15,2.0,8.812,02,检索提取
042E0115,1,04,16,01,15,0.0,3.097,02,检索提取
042E0189,0,04,16,01,89,74.0,1.346,02,检索提取
040O0200,0,04,24,02,00,89.3644,0.953,04,值机接收
040O0211,0,04,24,02,11,11.0,0.598,04,值机接收
040O0204,0,04,24,02,04,7.0,27.179,04,值机接收
040O0204,0,04,24,02,04,0.0,13.168,04,值机接收
040O0210,0,04,24,02,10,6.0,13.842,04,值机接收
040O0204,0,04,24,02,04,6.0,7.884,04,值机接收
042E0121,0,04,16,01,21,18.8149,16.177,79,返回
042E0117,-1,04,16,01,17,4.0,0.336,05,结束
042E0115,1,04,16,01,15,2.0,15.498,02,检索提取
042E0115,1,04,16,01,15,0.0,3.077,02,检索提取
042E0118,0,04,16,01,18,3.0,1.336,02,检索提取
040O0200,0,04,24,02,00,19.7231,1.961,04,值机接收
040O0211,0,04,24,02,11,11.0,0.395,04,值机接收
040O0204,0,04,24,02,04,7.0,5.125,04,值机接收
040O0204,0,04,24,02,04,0.0,5.108,04,值机接收
040O0210,0,04,24,02,10,6.0,17.399,04,值机接收
040O0204,0,04,24,02,04,6.0,19.142,04,值机接收
042E0121,0,04,16,01,21,18.8149,41.339,79,返回
042E0117,-1,04,16,01,17,4.0,0.275,05,结束
042E0115,1,04,16,01,15,2.0,7.116,02,检索提取
042E0146,0,04,16,01,46,31.0,2.758,09,重打牌
042E0146,0,04,16,01,46,0.0,0.407,09,重打牌
040O0200,0,04,24,02,00,46.7012,0.633,04,值机接收
040O0211,0,04,24,02,11,11.0,0.411,04,值机接收
040O0204,0,04,24,02,04,7.0,2.678,04,值机接收
042E0121,0,04,16,01,21,18.8149,18.617,79,返回
042E0117,-1,04,16,01,17,4.0,0.226,05,结束
042E0115,1,04,16,01,15,2.0,9.725,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.304,04,值机接收
040O0211,0,04,24,02,11,11.0,0.482,04,值机接收
040O0204,0,04,24,02,04,7.0,5.2,04,值机接收
040O0204,0,04,24,02,04,0.0,13.501,04,值机接收
01010917,-1,01,1,09,17,27.4955,23.663,05,结束
042E0117,-1,04,16,01,17,17.2627,2.541,05,结束
042E0115,1,04,16,01,15,2.0,4.082,02,检索提取
042E0115,1,04,16,01,15,0.0,13.699,02,检索提取
042E0118,0,04,16,01,18,3.0,1.567,02,检索提取
040O0200,0,04,24,02,00,19.7231,0.545,04,值机接收
040O0211,0,04,24,02,11,11.0,0.428,04,值机接收
040O0204,0,04,24,02,04,7.0,11.269,04,值机接收
040O0204,0,04,24,02,04,0.0,3.294,04,值机接收
040O0210,0,04,24,02,10,6.0,18.64,04,值机接收
040O0204,0,04,24,02,04,6.0,2.384,04,值机接收
042E0121,0,04,16,01,21,18.8149,18.048,79,返回
042E0117,-1,04,16,01,17,4.0,0.271,05,结束
042E0117,-1,04,16,01,17,0.0,0.288,05,结束
042E0115,1,04,16,01,15,2.0,7.231,02,检索提取
040O0200,0,04,24,02,00,17.0294,2.947,04,值机接收
040O0211,0,04,24,02,11,11.0,0.417,04,值机接收
040O0204,0,04,24,02,04,7.0,2.128,04,值机接收
040O0212,0,04,24,02,12,8.0,2.735,04,值机接收
040O0204,0,04,24,02,04,8.0,3.615,04,值机接收
040O0204,0,04,24,02,04,0.0,2.017,04,值机接收
040O0204,0,04,24,02,04,0.0,3.021,04,值机接收
040O0204,0,04,24,02,04,0.0,0.323,04,值机接收
040O0204,0,04,24,02,04,0.0,9.276,04,值机接收
040O0204,0,04,24,02,04,0.0,0.237,04,值机接收
040O0212,0,04,24,02,12,8.0,1.475,04,值机接收
040O0204,0,04,24,02,04,8.0,2.164,04,值机接收
040O0204,0,04,24,02,04,0.0,41.44,04,值机接收
040O0204,0,04,24,02,04,0.0,0.28,04,值机接收
042E0121,0,04,16,01,21,18.8149,29.582,79,返回
042E0117,-1,04,16,01,17,4.0,0.229,05,结束
042E0115,1,04,16,01,15,2.0,6.1,02,检索提取
040O0200,0,04,24,02,00,17.0294,2.978,04,值机接收
040O0211,0,04,24,02,11,11.0,0.401,04,值机接收
040O0204,0,04,24,02,04,7.0,10.331,04,值机接收
042E0121,0,04,16,01,21,18.8149,20.284,79,返回
042E0117,-1,04,16,01,17,4.0,0.295,05,结束
042E0105,1,04,16,01,05,12.0,2.803,61,办理历史
042E0117,-1,04,16,01,17,12.0,3.825,05,结束
042E0115,1,04,16,01,15,2.0,11.036,02,检索提取
040O0200,0,04,24,02,00,17.0294,3.238,04,值机接收
040O0211,0,04,24,02,11,11.0,0.494,04,值机接收
040O0204,0,04,24,02,04,7.0,9.158,04,值机接收
040O0204,0,04,24,02,04,0.0,4.972,04,值机接收
040O0204,0,04,24,02,04,0.0,0.267,04,值机接收
042E0121,0,04,16,01,21,18.8149,13.866,79,返回
042E0117,-1,04,16,01,17,4.0,0.266,05,结束
042E0117,-1,04,16,01,17,0.0,0.419,05,结束
042E0115,1,04,16,01,15,2.0,1.566,02,检索提取
042E0146,0,04,16,01,46,31.0,1.745,09,重打牌
042E0146,0,04,16,01,46,0.0,0.553,09,重打牌
040O0200,0,04,24,02,00,46.7012,4.439,04,值机接收
040O0211,0,04,24,02,11,11.0,0.415,04,值机接收
040O0204,0,04,24,02,04,7.0,1.809,04,值机接收
042E0121,0,04,16,01,21,18.8149,23.033,79,返回
042E0117,-1,04,16,01,17,4.0,0.467,05,结束
042E0115,1,04,16,01,15,2.0,12.121,02,检索提取
040O0200,0,04,24,02,00,17.0294,2.394,04,值机接收
040O0211,0,04,24,02,11,11.0,0.438,04,值机接收
040O0204,0,04,24,02,04,7.0,4.089,04,值机接收
042E0121,0,04,16,01,21,18.8149,23.896,79,返回
042E0117,-1,04,16,01,17,4.0,0.358,05,结束
042E0115,1,04,16,01,15,2.0,4.628,02,检索提取
040O0200,0,04,24,02,00,17.0294,2.351,04,值机接收
040O0211,0,04,24,02,11,11.0,0.438,04,值机接收
040O0204,0,04,24,02,04,7.0,4.01,04,值机接收
042E0121,0,04,16,01,21,18.8149,20.75,79,返回
042E0117,-1,04,16,01,17,4.0,0.294,05,结束
042E0117,-1,04,16,01,17,0.0,0.492,05,结束
042E0115,1,04,16,01,15,2.0,7.51,02,检索提取
042E0146,0,04,16,01,46,31.0,2.025,09,重打牌
042E0146,0,04,16,01,46,0.0,0.508,09,重打牌
040O0200,0,04,24,02,00,46.7012,0.677,04,值机接收
040O0211,0,04,24,02,11,11.0,0.451,04,值机接收
040O0204,0,04,24,02,04,7.0,1.937,04,值机接收
042E0121,0,04,16,01,21,18.8149,19.36,79,返回
042E0117,-1,04,16,01,17,4.0,0.349,05,结束
042E0115,1,04,16,01,15,2.0,6.18,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.499,04,值机接收
040O0211,0,04,24,02,11,11.0,0.411,04,值机接收
040O0204,0,04,24,02,04,7.0,4.07,04,值机接收
040O0204,0,04,24,02,04,0.0,35.937,04,值机接收
042E0121,0,04,16,01,21,18.8149,15.615,79,返回
042E0117,-1,04,16,01,17,4.0,0.237,05,结束
042E0115,1,04,16,01,15,2.0,17.314,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.81,04,值机接收
040O0211,0,04,24,02,11,11.0,0.463,04,值机接收
040O0204,0,04,24,02,04,7.0,6.574,04,值机接收
040O0204,0,04,24,02,04,0.0,34.129,04,值机接收
042E0121,0,04,16,01,21,18.8149,18.371,79,返回
042E0117,-1,04,16,01,17,4.0,0.32,05,结束
042E0115,1,04,16,01,15,2.0,17.523,02,检索提取
040O0200,0,04,24,02,00,17.0294,4.555,04,值机接收
040O0211,0,04,24,02,11,11.0,0.45,04,值机接收
042E0121,0,04,16,01,21,12.8452,3.892,79,返回
040O0200,0,04,24,02,00,22.4944,0.682,04,值机接收
040O0211,0,04,24,02,11,11.0,0.412,04,值机接收
040O0204,0,04,24,02,04,7.0,5.716,04,值机接收
042E0121,0,04,16,01,21,18.8149,17.052,79,返回
042E0117,-1,04,16,01,17,4.0,0.306,05,结束
042E0115,1,04,16,01,15,2.0,6.583,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.404,04,值机接收
040O0211,0,04,24,02,11,11.0,0.437,04,值机接收
040O0204,0,04,24,02,04,7.0,7.42,04,值机接收
040O0204,0,04,24,02,04,0.0,3.743,04,值机接收
042E0121,0,04,16,01,21,18.8149,29.638,79,返回
042E0117,-1,04,16,01,17,4.0,0.28,05,结束
042E0117,-1,04,16,01,17,0.0,2.496,05,结束
042E0117,-1,04,16,01,17,0.0,0.352,05,结束
042E0115,1,04,16,01,15,2.0,5.356,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.396,04,值机接收
040O0211,0,04,24,02,11,11.0,0.415,04,值机接收
040O0204,0,04,24,02,04,7.0,3.604,04,值机接收
040O0212,0,04,24,02,12,8.0,2.287,04,值机接收
040O0204,0,04,24,02,04,8.0,9.153,04,值机接收
040O0204,0,04,24,02,04,0.0,2.895,04,值机接收
040O0204,0,04,24,02,04,0.0,0.135,04,值机接收
042E0121,0,04,16,01,21,18.8149,26.982,79,返回
042E0117,-1,04,16,01,17,4.0,0.223,05,结束
042E0115,1,04,16,01,15,2.0,8.383,02,检索提取
042E0115,1,04,16,01,15,0.0,3.065,02,检索提取
042E0118,0,04,16,01,18,3.0,1.316,02,检索提取
040O0200,0,04,24,02,00,19.7231,1.494,04,值机接收
040O0211,0,04,24,02,11,11.0,0.445,04,值机接收
040O0204,0,04,24,02,04,7.0,10.471,04,值机接收
040O0204,0,04,24,02,04,0.0,4.827,04,值机接收
040O0204,0,04,24,02,04,0.0,1.548,04,值机接收
042E0121,0,04,16,01,21,18.8149,21.517,79,返回
042E0117,-1,04,16,01,17,4.0,0.294,05,结束
042E0117,-1,04,16,01,17,0.0,0.182,05,结束
042E0115,1,04,16,01,15,2.0,6.927,02,检索提取
042E0115,1,04,16,01,15,0.0,3.048,02,检索提取
042E0189,0,04,16,01,89,74.0,1.354,02,检索提取
042E0115,1,04,16,01,15,74.0,1.345,02,检索提取
042E0189,0,04,16,01,89,74.0,1.333,02,检索提取
042E0115,1,04,16,01,15,74.0,1.744,02,检索提取
042E0118,0,04,16,01,18,3.0,1.299,02,检索提取
040O0200,0,04,24,02,00,19.7231,1.41,04,值机接收
040O0211,0,04,24,02,11,11.0,0.466,04,值机接收
040O0204,0,04,24,02,04,7.0,6.643,04,值机接收
040O0204,0,04,24,02,04,0.0,4.525,04,值机接收
040O0210,0,04,24,02,10,6.0,21.163,04,值机接收
040O0204,0,04,24,02,04,6.0,2.45,04,值机接收
042E0121,0,04,16,01,21,18.8149,32.379,79,返回
042E0117,-1,04,16,01,17,4.0,0.31,05,结束
042E0117,-1,04,16,01,17,0.0,0.18,05,结束
042E0115,1,04,16,01,15,2.0,4.342,02,检索提取
042E0117,-1,04,16,01,17,2.0,6.902,05,结束
042E0117,-1,04,16,01,17,0.0,0.305,05,结束
042E0115,1,04,16,01,15,2.0,15.497,02,检索提取
042E0115,1,04,16,01,15,0.0,5.208,02,检索提取
042E0118,0,04,16,01,18,3.0,1.313,02,检索提取
042E0118,0,04,16,01,18,0.0,2.177,02,检索提取
040O0200,0,04,24,02,00,19.7231,0.912,04,值机接收
040O0211,0,04,24,02,11,11.0,0.417,04,值机接收
040O0238,0,04,24,02,38,27.0,0.561,09,重打牌
040O0238,0,04,24,02,38,0.0,0.468,09,重打牌
040O0204,0,04,24,02,04,34.0,2.218,04,值机接收
042E0121,0,04,16,01,21,18.8149,24.215,79,返回
042E0117,-1,04,16,01,17,4.0,0.331,05,结束
042E0117,-1,04,16,01,17,0.0,1.054,05,结束
042E0117,-1,04,16,01,17,0.0,0.176,05,结束
042E0117,-1,04,16,01,17,0.0,0.187,05,结束
042E0115,1,04,16,01,15,2.0,4.051,02,检索提取
040O0200,0,04,24,02,00,17.0294,1.357,04,值机接收
040O0211,0,04,24,02,11,11.0,0.395,04,值机接收
040O0204,0,04,24,02,04,7.0,3.944,04,值机接收
