business_id,business_label,BP,KC,PG,BT,SUB,business_class,class_name
040O0211,0,04,0O,02,11,0.518,04,值机接收
040O0204,0,04,0O,02,04,5.633,04,值机接收
042E0121,0,04,2E,01,21,10.625,05,结束
042E0115,1,04,2E,01,15,6.552,02,检索提取
042E0118,0,04,2E,01,18,1.481,02,检索提取
040O0200,0,04,0O,02,00,1.181,04,值机接收
040O0211,0,04,0O,02,11,0.486,04,值机接收
040O0204,0,04,0O,02,04,1.414,04,值机接收
042E0121,0,04,2E,01,21,16.277,05,结束
040O0200,0,04,0O,02,00,2.493,04,值机接收
040O0211,0,04,0O,02,11,0.54,04,值机接收
040O0204,0,04,0O,02,04,6.981,04,值机接收
040O0204,0,04,0O,02,04,2.46,04,值机接收
040O0262,0,04,0O,02,62,1.49,04,值机接收
040O0293,0,04,0O,02,93,1.52,32,航班详情
040O0200,0,04,0O,02,00,1.187,04,值机接收
042E0121,0,04,2E,01,21,16.255,05,结束
040O0200,0,04,0O,02,00,3.617,04,值机接收
040O0211,0,04,0O,02,11,0.42,04,值机接收
040O0204,0,04,0O,02,04,2.028,04,值机接收
042E0121,0,04,2E,01,21,22.026,05,结束
042E0112,0,04,2E,01,12,1.269,02,检索提取
040O0200,0,04,0O,02,00,1.168,04,值机接收
040O0211,0,04,0O,02,11,0.428,04,值机接收
040O0204,0,04,0O,02,04,3.092,04,值机接收
042E0121,0,04,2E,01,21,17.305,05,结束
040O0200,0,04,0O,02,00,3.604,04,值机接收
040O0211,0,04,0O,02,11,0.528,04,值机接收
040O0204,0,04,0O,02,04,2.676,04,值机接收
042E0121,0,04,2E,01,21,6.403,05,结束
040O0200,0,04,0O,02,00,21.368,04,值机接收
040O0211,0,04,0O,02,11,0.471,04,值机接收
040O0204,0,04,0O,02,04,1.964,04,值机接收
042E0121,0,04,2E,01,21,24.265,05,结束
040O0200,0,04,0O,02,00,3.59,04,值机接收
040O0211,0,04,0O,02,11,0.449,04,值机接收
040O0204,0,04,0O,02,04,1.795,04,值机接收
042E0121,0,04,2E,01,21,1.868,05,结束
040O0200,0,04,0O,02,00,19.618,04,值机接收
040O0211,0,04,0O,02,11,0.512,04,值机接收
040O0204,0,04,0O,02,04,1.824,04,值机接收
042E0121,0,04,2E,01,21,1.344,05,结束
01010915,-1,01,01,09,15,20.557,05,结束
042E0115,1,04,2E,01,15,4.8,02,检索提取
01010915,-1,01,01,09,15,13.616,05,结束
042E0117,-1,04,2E,01,17,0.338,05,结束
042E0115,1,04,2E,01,15,5.239,02,检索提取
01010915,-1,01,01,09,15,28.024,05,结束
042E0115,1,04,2E,01,15,1.714,02,检索提取
042E0146,0,04,2E,01,46,2.847,09,重打牌
042E0146,0,04,2E,01,46,0.488,09,重打牌
040O0200,0,04,0O,02,00,0.545,04,值机接收
040O0211,0,04,0O,02,11,0.373,04,值机接收
040O0211,0,04,0O,02,11,1.076,04,值机接收
040O0204,0,04,0O,02,04,2.238,04,值机接收
01010915,-1,01,01,09,15,25.231,05,结束
042E0115,1,04,2E,01,15,3.022,02,检索提取
042E0146,0,04,2E,01,46,5.728,09,重打牌
042E0146,0,04,2E,01,46,0.495,09,重打牌
040O0200,0,04,0O,02,00,0.737,04,值机接收
040O0211,0,04,0O,02,11,0.443,04,值机接收
040O0212,0,04,0O,02,12,14.371,04,值机接收
040O0204,0,04,0O,02,04,1.11,04,值机接收
040O0212,0,04,0O,02,12,7.208,04,值机接收
040O0204,0,04,0O,02,04,1.22,04,值机接收
040O0280,0,04,0O,02,80,12.483,15,客票详情
040O0200,0,04,0O,02,00,1.748,04,值机接收
040O0293,0,04,0O,02,93,0.599,32,航班详情
040O0200,0,04,0O,02,00,1.752,04,值机接收
040O0204,0,04,0O,02,04,9.63,04,值机接收
040O0212,0,04,0O,02,12,3.611,04,值机接收
040O0204,0,04,0O,02,04,1.062,04,值机接收
040O0238,0,04,0O,02,38,14.015,09,重打牌
040O0238,0,04,0O,02,38,0.503,09,重打牌
01010915,-1,01,01,09,15,17.86,05,结束
042E0115,1,04,2E,01,15,2.705,02,检索提取
042E0115,1,04,2E,01,15,2.7,02,检索提取
042E0118,0,04,2E,01,18,1.302,02,检索提取
040O0200,0,04,0O,02,00,1.36,04,值机接收
040O0211,0,04,0O,02,11,0.429,04,值机接收
040O0216,0,04,0O,02,16,10.479,04,值机接收
040O0216,0,04,0O,02,16,2.705,04,值机接收
040O0204,0,04,0O,02,04,3.607,04,值机接收
040O0204,0,04,0O,02,04,2.846,04,值机接收
040O0204,0,04,0O,02,04,26.431,04,值机接收
01010915,-1,01,01,09,15,55.393,05,结束
042E0115,1,04,2E,01,15,7.383,02,检索提取
042E0150,0,04,2E,01,50,2.151,32,航班详情
042E0121,0,04,2E,01,21,12.22,05,结束
040O0200,0,04,0O,02,00,0.533,04,值机接收
040O0211,0,04,0O,02,11,0.425,04,值机接收
040O0293,0,04,0O,02,93,15.48,32,航班详情
040O0200,0,04,0O,02,00,3.729,04,值机接收
040O0204,0,04,0O,02,04,12.416,04,值机接收
01010915,-1,01,01,09,15,25.149,05,结束
042E0115,1,04,2E,01,15,2.936,02,检索提取
042E0115,1,04,2E,01,15,10.966,02,检索提取
042E0118,0,04,2E,01,18,1.465,02,检索提取
040O0200,0,04,0O,02,00,0.78,04,值机接收
040O0211,0,04,0O,02,11,0.637,04,值机接收
040O0204,0,04,0O,02,04,2.803,04,值机接收
040O0204,0,04,0O,02,04,10.08,04,值机接收
040O0293,0,04,0O,02,93,1.648,32,航班详情
040O0200,0,04,0O,02,00,1.057,04,值机接收
040O0216,0,04,0O,02,16,5.385,04,值机接收
040O0204,0,04,0O,02,04,20.788,04,值机接收
01010915,-1,01,01,09,15,35.664,05,结束
042E0115,1,04,2E,01,15,1.424,02,检索提取
040O0200,0,04,0O,02,00,2.336,04,值机接收
040O0211,0,04,0O,02,11,0.534,04,值机接收
040O0293,0,04,0O,02,93,5.194,32,航班详情
040O0200,0,04,0O,02,00,1.409,04,值机接收
040O0262,0,04,0O,02,62,11.455,04,值机接收
040O0282,0,04,0O,02,82,18.306,24,旅客升降舱
040T0111,0,04,0T,01,11,13.222,24,旅客升降舱
040O0200,0,04,0O,02,00,0.342,04,值机接收
01010915,-1,01,01,09,15,21.149,05,结束
042E0115,1,04,2E,01,15,1.346,02,检索提取
042E0115,1,04,2E,01,15,11.806,02,检索提取
042E0188,0,04,2E,01,88,0.974,02,检索提取
040O0200,0,04,0O,02,00,2.152,04,值机接收
040O0211,0,04,0O,02,11,0.567,04,值机接收
042E0121,0,04,2E,01,21,4.57,05,结束
042E0102,1,04,2E,01,02,2.208,02,检索提取
042E0102,1,04,2E,01,02,2.573,02,检索提取
042E0118,0,04,2E,01,18,1.426,02,检索提取
042E0117,-1,04,2E,01,17,0.254,05,结束
01010915,-1,01,01,09,15,0.481,05,结束
042E0115,1,04,2E,01,15,3.207,02,检索提取
040O0200,0,04,0O,02,00,1.536,04,值机接收
040O0211,0,04,0O,02,11,0.458,04,值机接收
040O0204,0,04,0O,02,04,3.712,04,值机接收
040O0212,0,04,0O,02,12,2.426,04,值机接收
040O0204,0,04,0O,02,04,2.822,04,值机接收
01010915,-1,01,01,09,15,14.493,05,结束
042E0115,1,04,2E,01,15,3.941,02,检索提取
040O0200,0,04,0O,02,00,2.028,04,值机接收
040O0211,0,04,0O,02,11,0.623,04,值机接收
040O0238,0,04,0O,02,38,0.878,09,重打牌
040O0238,0,04,0O,02,38,0.747,09,重打牌
040O0204,0,04,0O,02,04,0.793,04,值机接收
040O0204,0,04,0O,02,04,2.813,04,值机接收
042E0121,0,04,2E,01,21,5.502,05,结束
042E0115,1,04,2E,01,15,2.828,02,检索提取
042E0188,0,04,2E,01,88,0.642,02,检索提取
01010915,-1,01,01,09,15,23.829,05,结束
042E0105,1,04,2E,01,05,6.113,61,办理历史
042E0105,1,04,2E,01,05,0.457,61,办理历史
01010915,-1,01,01,09,15,2.292,05,结束
042E0115,1,04,2E,01,15,3.128,02,检索提取
042E0146,0,04,2E,01,46,1.548,09,重打牌
042E0146,0,04,2E,01,46,0.711,09,重打牌
040O0200,0,04,0O,02,00,1.576,04,值机接收
040O0211,0,04,0O,02,11,0.418,04,值机接收
040O0204,0,04,0O,02,04,5.717,04,值机接收
01010903,-1,01,01,09,03,25.781,05,结束
01010102,0,01,01,01,02,3.203,01,登录
042E0100,0,04,2E,01,00,9.216,02,检索提取
042E0115,1,04,2E,01,15,2.786,02,检索提取
040O0200,0,04,0O,02,00,1.87,04,值机接收
040O0211,0,04,0O,02,11,0.901,04,值机接收
040O0204,0,04,0O,02,04,9.916,04,值机接收
01010915,-1,01,01,09,15,11.154,05,结束
042E0115,1,04,2E,01,15,5.258,02,检索提取
040O0200,0,04,0O,02,00,2.308,04,值机接收
040O0211,0,04,0O,02,11,0.604,04,值机接收
040O0204,0,04,0O,02,04,2.162,04,值机接收
01010915,-1,01,01,09,15,28.147,05,结束
042E0115,1,04,2E,01,15,2.658,02,检索提取
042E0146,0,04,2E,01,46,1.425,09,重打牌
042E0146,0,04,2E,01,46,0.36,09,重打牌
040O0200,0,04,0O,02,00,2.63,04,值机接收
040O0211,0,04,0O,02,11,0.448,04,值机接收
040O0204,0,04,0O,02,04,2.67,04,值机接收
040O0293,0,04,0O,02,93,10.146,32,航班详情
040O0200,0,04,0O,02,00,1.958,04,值机接收
01010915,-1,01,01,09,15,16.651,05,结束
042E0117,-1,04,2E,01,17,0.751,05,结束
042E0115,1,04,2E,01,15,3.282,02,检索提取
040O0200,0,04,0O,02,00,1.66,04,值机接收
040O0211,0,04,0O,02,11,0.648,04,值机接收
040O0212,0,04,0O,02,12,6.389,04,值机接收
040O0204,0,04,0O,02,04,2.344,04,值机接收
040O0270,0,04,0O,02,70,4.174,10,旅客详情
01010915,-1,01,01,09,15,23.338,05,结束
042E0117,-1,04,2E,01,17,0.404,05,结束
162R0300,1,16,2R,03,00,0.59,72,值机员综合办理统计
162R0501,0,16,2R,05,01,0.655,72,值机员综合办理统计
01010915,-1,01,01,09,15,3.779,05,结束
042E0115,1,04,2E,01,15,2.904,02,检索提取
01010915,-1,01,01,09,15,8.231,05,结束
042E0117,-1,04,2E,01,17,0.369,05,结束
042E0117,-1,04,2E,01,17,0.255,05,结束
042E0115,1,04,2E,01,15,8.904,02,检索提取
042E0146,0,04,2E,01,46,1.734,09,重打牌
042E0146,0,04,2E,01,46,0.411,09,重打牌
040O0200,0,04,0O,02,00,2.12,04,值机接收
040O0211,0,04,0O,02,11,0.472,04,值机接收
040O0204,0,04,0O,02,04,5.689,04,值机接收
01010915,-1,01,01,09,15,43.823,05,结束
042E0115,1,04,2E,01,15,3.53,02,检索提取
01010915,-1,01,01,09,15,6.614,05,结束
042E0105,1,04,2E,01,05,0.738,61,办理历史
042E0105,1,04,2E,01,05,1.208,61,办理历史
01010915,-1,01,01,09,15,1.62,05,结束
042E0115,1,04,2E,01,15,1.649,02,检索提取
040O0200,0,04,0O,02,00,1.457,04,值机接收
040O0211,0,04,0O,02,11,0.422,04,值机接收
040O0204,0,04,0O,02,04,10.494,04,值机接收
040O0204,0,04,0O,02,04,3.069,04,值机接收
01010915,-1,01,01,09,15,41.679,05,结束
042E0115,1,04,2E,01,15,2.779,02,检索提取
042E0141,0,04,2E,01,41,3.639,15,客票详情
042E0121,0,04,2E,01,21,2.012,05,结束
042E0150,0,04,2E,01,50,0.337,32,航班详情
042E0121,0,04,2E,01,21,1.891,05,结束
01010915,-1,01,01,09,15,8.109,05,结束
042E0115,1,04,2E,01,15,6.258,02,检索提取
042E0150,0,04,2E,01,50,2.301,32,航班详情
042E0121,0,04,2E,01,21,3.585,05,结束
042E0141,0,04,2E,01,41,0.977,15,客票详情
042E0121,0,04,2E,01,21,12.52,05,结束
042E0115,1,04,2E,01,15,16.429,02,检索提取
042E0118,0,04,2E,01,18,1.486,02,检索提取
042E0115,1,04,2E,01,15,1.554,02,检索提取
042E0118,0,04,2E,01,18,1.299,02,检索提取
042E0115,1,04,2E,01,15,1.752,02,检索提取
042E0118,0,04,2E,01,18,1.336,02,检索提取
040O0200,0,04,0O,02,00,0.487,04,值机接收
040O0211,0,04,0O,02,11,0.553,04,值机接收
040O0238,0,04,0O,02,38,0.904,09,重打牌
040O0238,0,04,0O,02,38,0.552,09,重打牌
040O0293,0,04,0O,02,93,57.493,32,航班详情
040O0200,0,04,0O,02,00,2.07,04,值机接收
040O0212,0,04,0O,02,12,3.319,04,值机接收
040O0204,0,04,0O,02,04,30.005,04,值机接收
040O0204,0,04,0O,02,04,5.602,04,值机接收
040O0204,0,04,0O,02,04,0.215,04,值机接收
040O0270,0,04,0O,02,70,56.276,10,旅客详情
040O0270,0,04,0O,02,70,4.197,10,旅客详情
01010915,-1,01,01,09,15,35.966,05,结束
042E0115,1,04,2E,01,15,3.022,02,检索提取
040O0200,0,04,0O,02,00,1.936,04,值机接收
040O0211,0,04,0O,02,11,0.467,04,值机接收
040O0204,0,04,0O,02,04,10.735,04,值机接收
040O0204,0,04,0O,02,04,3.379,04,值机接收
01010915,-1,01,01,09,15,26.222,05,结束
042E0115,1,04,2E,01,15,8.045,02,检索提取
042E0115,1,04,2E,01,15,2.711,02,检索提取
042E0118,0,04,2E,01,18,1.334,02,检索提取
042E0118,0,04,2E,01,18,1.863,02,检索提取
040O0200,0,04,0O,02,00,4.619,04,值机接收
040O0211,0,04,0O,02,11,0.427,04,值机接收
040O0242,0,04,0O,02,42,4.185,41,管理拒载旅客
040O0204,0,04,0O,02,04,1.549,04,值机接收
040O0204,0,04,0O,02,04,0.169,04,值机接收
040O0238,0,04,0O,02,38,1.258,09,重打牌
040O0238,0,04,0O,02,38,0.487,09,重打牌
040O0211,0,04,0O,02,11,38.054,04,值机接收
040O0204,0,04,0O,02,04,2.689,04,值机接收
040O0204,0,04,0O,02,04,1.529,04,值机接收
01010915,-1,01,01,09,15,26.665,05,结束
042E0115,1,04,2E,01,15,1.349,02,检索提取
042E0115,1,04,2E,01,15,7.24,02,检索提取
042E0118,0,04,2E,01,18,1.317,02,检索提取
042E0115,1,04,2E,01,15,3.921,02,检索提取
042E0118,0,04,2E,01,18,1.292,02,检索提取
040O0200,0,04,0O,02,00,1.185,04,值机接收
040O0211,0,04,0O,02,11,0.535,04,值机接收
040O0204,0,04,0O,02,04,2.954,04,值机接收
040O0204,0,04,0O,02,04,6.16,04,值机接收
040O0211,0,04,0O,02,11,27.436,04,值机接收
040O0204,0,04,0O,02,04,2.164,04,值机接收
01010915,-1,01,01,09,15,30.047,05,结束
042E0115,1,04,2E,01,15,5.42,02,检索提取
040O0200,0,04,0O,02,00,2.26,04,值机接收
040O0211,0,04,0O,02,11,0.466,04,值机接收
040O0204,0,04,0O,02,04,15.535,04,值机接收
01010915,-1,01,01,09,15,8.352,05,结束
042E0117,-1,04,2E,01,17,0.417,05,结束
042E0115,1,04,2E,01,15,8.813,02,检索提取
040O0200,0,04,0O,02,00,2.161,04,值机接收
040O0211,0,04,0O,02,11,0.441,04,值机接收
040O0204,0,04,0O,02,04,7.45,04,值机接收
040O0204,0,04,0O,02,04,2.67,04,值机接收
01010915,-1,01,01,09,15,20.639,05,结束
042E0115,1,04,2E,01,15,9.062,02,检索提取
042E0115,1,04,2E,01,15,7.215,02,检索提取
042E0118,0,04,2E,01,18,1.331,02,检索提取
042E0115,1,04,2E,01,15,1.389,02,检索提取
042E0118,0,04,2E,01,18,1.303,02,检索提取
042E0115,1,04,2E,01,15,1.728,02,检索提取
042E0118,0,04,2E,01,18,1.342,02,检索提取
042E0118,0,04,2E,01,18,3.789,02,检索提取
040O0200,0,04,0O,02,00,0.695,04,值机接收
040O0211,0,04,0O,02,11,0.473,04,值机接收
040O0204,0,04,0O,02,04,3.882,04,值机接收
040O0204,0,04,0O,02,04,2.765,04,值机接收
040O0204,0,04,0O,02,04,34.432,04,值机接收
040O0293,0,04,0O,02,93,20.771,32,航班详情
040O0200,0,04,0O,02,00,4.856,04,值机接收
040O0204,0,04,0O,02,04,4.521,04,值机接收
040O0204,0,04,0O,02,04,0.197,04,值机接收
042E0121,0,04,2E,01,21,1.495,05,结束
042E0118,0,04,2E,01,18,3.523,02,检索提取
042E0146,0,04,2E,01,46,0.654,09,重打牌
042E0146,0,04,2E,01,46,0.41,09,重打牌
01010915,-1,01,01,09,15,4.168,05,结束
042E0117,-1,04,2E,01,17,0.413,05,结束
042E0115,1,04,2E,01,15,7.042,02,检索提取
040O0200,0,04,0O,02,00,1.582,04,值机接收
040O0211,0,04,0O,02,11,0.47,04,值机接收
042E0121,0,04,2E,01,21,2.384,05,结束
042E0115,1,04,2E,01,15,2.783,02,检索提取
042E0118,0,04,2E,01,18,1.353,02,检索提取
040O0200,0,04,0O,02,00,2.071,04,值机接收
040O0211,0,04,0O,02,11,0.477,04,值机接收
040O0204,0,04,0O,02,04,11.794,04,值机接收
040O0270,0,04,0O,02,70,25.054,10,旅客详情
01010915,-1,01,01,09,15,52.415,05,结束
042E0115,1,04,2E,01,15,1.654,02,检索提取
040O0200,0,04,0O,02,00,1.818,04,值机接收
040O0211,0,04,0O,02,11,0.46,04,值机接收
040O0204,0,04,0O,02,04,3.731,04,值机接收
040O0233,0,04,0O,02,33,8.146,37,旅客拉下
040O0293,0,04,0O,02,93,2.223,32,航班详情
040O0200,0,04,0O,02,00,30.938,04,值机接收
040O0204,0,04,0O,02,04,37.448,04,值机接收
01010915,-1,01,01,09,15,45.329,05,结束
042E0117,-1,04,2E,01,17,0.478,05,结束
01010903,-1,01,01,09,03,9.726,05,结束
01010102,0,01,01,01,02,3.951,01,登录
042E0100,0,04,2E,01,00,2.514,02,检索提取
042E0115,1,04,2E,01,15,13.018,02,检索提取
040O0200,0,04,0O,02,00,1.193,04,值机接收
040O0211,0,04,0O,02,11,0.764,04,值机接收
040O0200,0,04,0O,02,00,2.794,04,值机接收
040O0282,0,04,0O,02,82,1.144,24,旅客升降舱
040T0111,0,04,0T,01,11,4.153,24,旅客升降舱
040O0200,0,04,0O,02,00,0.306,04,值机接收
042E0121,0,04,2E,01,21,10.394,05,结束
042E0117,-1,04,2E,01,17,39.581,05,结束
042E0117,-1,04,2E,01,17,0.205,05,结束
042E0117,-1,04,2E,01,17,0.167,05,结束
042E0115,1,04,2E,01,15,3.591,02,检索提取
042E0112,0,04,2E,01,12,1.775,02,检索提取
040O0200,0,04,0O,02,00,1.698,04,值机接收
040O0211,0,04,0O,02,11,0.59,04,值机接收
040O0204,0,04,0O,02,04,7.994,04,值机接收
040O0238,0,04,0O,02,38,7.995,09,重打牌
040O0238,0,04,0O,02,38,0.471,09,重打牌
042E0121,0,04,2E,01,21,11.205,05,结束
042E0117,-1,04,2E,01,17,0.417,05,结束
042E0115,1,04,2E,01,15,1.544,02,检索提取
040O0200,0,04,0O,02,00,1.433,04,值机接收
040O0211,0,04,0O,02,11,0.624,04,值机接收
040O0204,0,04,0O,02,04,0.401,04,值机接收
040O0204,0,04,0O,02,04,3.439,04,值机接收
01010917,-1,01,01,09,17,17.859,05,结束
042E0115,1,04,2E,01,15,7.855,02,检索提取
042E0115,1,04,2E,01,15,2.758,02,检索提取
042E0118,0,04,2E,01,18,1.301,02,检索提取
040O0200,0,04,0O,02,00,1.14,04,值机接收
040O0211,0,04,0O,02,11,0.619,04,值机接收
040O0238,0,04,0O,02,38,1.286,09,重打牌
040O0238,0,04,0O,02,38,0.471,09,重打牌
040O0204,0,04,0O,02,04,2.935,04,值机接收
042E0121,0,04,2E,01,21,31.481,05,结束
042E0117,-1,04,2E,01,17,0.244,05,结束
042E0115,1,04,2E,01,15,2.642,02,检索提取
042E0115,1,04,2E,01,15,2.701,02,检索提取
042E0118,0,04,2E,01,18,1.37,02,检索提取
042E0117,-1,04,2E,01,17,5.101,05,结束
042E0117,-1,04,2E,01,17,0.336,05,结束
042E0115,1,04,2E,01,15,2.481,02,检索提取
042E0115,1,04,2E,01,15,4.884,02,检索提取
042E0118,0,04,2E,01,18,1.339,02,检索提取
040O0200,0,04,0O,02,00,1.037,04,值机接收
040O0211,0,04,0O,02,11,0.558,04,值机接收
040O0293,0,04,0O,02,93,2.373,32,航班详情
040O0200,0,04,0O,02,00,0.929,04,值机接收
040O0282,0,04,0O,02,82,1.262,24,旅客升降舱
040T0111,0,04,0T,01,11,7.592,24,旅客升降舱
040O0200,0,04,0O,02,00,0.384,04,值机接收
040O0210,0,04,0O,02,10,14.216,04,值机接收
040O0238,0,04,0O,02,38,0.814,09,重打牌
040O0238,0,04,0O,02,38,0.552,09,重打牌
042E0121,0,04,2E,01,21,13.294,05,结束
042E0117,-1,04,2E,01,17,0.362,05,结束
042E0115,1,04,2E,01,15,6.462,02,检索提取
042E0146,0,04,2E,01,46,1.875,09,重打牌
042E0146,0,04,2E,01,46,0.461,09,重打牌
040O0200,0,04,0O,02,00,0.562,04,值机接收
040O0211,0,04,0O,02,11,0.436,04,值机接收
040O0204,0,04,0O,02,04,4.251,04,值机接收
040O0204,0,04,0O,02,04,5.507,04,值机接收
040O0204,0,04,0O,02,04,0.376,04,值机接收
042E0121,0,04,2E,01,21,19.34,05,结束
042E0117,-1,04,2E,01,17,0.314,05,结束
042E0117,-1,04,2E,01,17,0.366,05,结束
042E0115,1,04,2E,01,15,2.356,02,检索提取
040O0200,0,04,0O,02,00,1.195,04,值机接收
040O0211,0,04,0O,02,11,0.451,04,值机接收
040O0204,0,04,0O,02,04,2.371,04,值机接收
040O0204,0,04,0O,02,04,7.772,04,值机接收
042E0121,0,04,2E,01,21,4.352,05,结束
040O0200,0,04,0O,02,00,0.785,04,值机接收
040O0211,0,04,0O,02,11,0.37,04,值机接收
040O0238,0,04,0O,02,38,1.024,09,重打牌
040O0238,0,04,0O,02,38,0.44,09,重打牌
042E0121,0,04,2E,01,21,6.982,05,结束
042E0117,-1,04,2E,01,17,0.207,05,结束
042E0115,1,04,2E,01,15,5.577,02,检索提取
040O0200,0,04,0O,02,00,1.545,04,值机接收
040O0211,0,04,0O,02,11,0.458,04,值机接收
040O0204,0,04,0O,02,04,1.896,04,值机接收
042E0121,0,04,2E,01,21,2.707,05,结束
042E0117,-1,04,2E,01,17,0.218,05,结束
042E0115,1,04,2E,01,15,11.573,02,检索提取
040O0200,0,04,0O,02,00,1.163,04,值机接收
040O0211,0,04,0O,02,11,0.522,04,值机接收
040O0204,0,04,0O,02,04,2.168,04,值机接收
040O0204,0,04,0O,02,04,2.699,04,值机接收
01010917,-1,01,01,09,17,20.243,05,结束
042E0115,1,04,2E,01,15,13.156,02,检索提取
042E0115,1,04,2E,01,15,3.041,02,检索提取
042E0118,0,04,2E,01,18,1.343,02,检索提取
040O0200,0,04,0O,02,00,0.895,04,值机接收
040O0211,0,04,0O,02,11,0.635,04,值机接收
040O0204,0,04,0O,02,04,0.435,04,值机接收
040O0204,0,04,0O,02,04,3.202,04,值机接收
040O0238,0,04,0O,02,38,21.42,09,重打牌
040O0238,0,04,0O,02,38,0.556,09,重打牌
042E0121,0,04,2E,01,21,10.181,05,结束
042E0117,-1,04,2E,01,17,0.381,05,结束
042E0115,1,04,2E,01,15,5.592,02,检索提取
042E0115,1,04,2E,01,15,3.074,02,检索提取
042E0118,0,04,2E,01,18,1.367,02,检索提取
040O0200,0,04,0O,02,00,0.544,04,值机接收
040O0211,0,04,0O,02,11,0.475,04,值机接收
040O0204,0,04,0O,02,04,7.721,04,值机接收
042E0121,0,04,2E,01,21,12.767,05,结束
042E0117,-1,04,2E,01,17,0.397,05,结束
042E0115,1,04,2E,01,15,6.259,02,检索提取
040O0200,0,04,0O,02,00,1.232,04,值机接收
040O0211,0,04,0O,02,11,0.421,04,值机接收
040O0293,0,04,0O,02,93,3.816,32,航班详情
040O0200,0,04,0O,02,00,0.998,04,值机接收
040O0282,0,04,0O,02,82,1.597,24,旅客升降舱
040T0111,0,04,0T,01,11,3.803,24,旅客升降舱
040O0200,0,04,0O,02,00,0.217,04,值机接收
040O0204,0,04,0O,02,04,2.925,04,值机接收
042E0121,0,04,2E,01,21,30.731,05,结束
042E0117,-1,04,2E,01,17,0.164,05,结束
042E0117,-1,04,2E,01,17,0.27,05,结束
042E0115,1,04,2E,01,15,7.187,02,检索提取
042E0141,0,04,2E,01,41,3.247,15,客票详情
042E0121,0,04,2E,01,21,1.47,05,结束
040O0200,0,04,0O,02,00,1.2,04,值机接收
040O0211,0,04,0O,02,11,0.526,04,值机接收
042E0121,0,04,2E,01,21,9.236,05,结束
042E0115,1,04,2E,01,15,3.782,02,检索提取
042E0118,0,04,2E,01,18,1.608,02,检索提取
040O0200,0,04,0O,02,00,1.277,04,值机接收
040O0211,0,04,0O,02,11,0.443,04,值机接收
040O0204,0,04,0O,02,04,2.47,04,值机接收
040O0285,0,04,0O,02,85,2.769,22,证件校验
042F0801,0,04,2F,08,01,1.66,22,证件校验
042F0801,0,04,2F,08,01,4.747,22,证件校验
040O0200,0,04,0O,02,00,4.257,04,值机接收
040O0212,0,04,0O,02,12,2.543,04,值机接收
040O0204,0,04,0O,02,04,3.687,04,值机接收
040O0204,0,04,0O,02,04,10.176,04,值机接收
040O0204,0,04,0O,02,04,0.27,04,值机接收
040O0210,0,04,0O,02,10,32.61,04,值机接收
040O0204,0,04,0O,02,04,5.171,04,值机接收
040O0204,0,04,0O,02,04,0.409,04,值机接收
042E0121,0,04,2E,01,21,22.338,05,结束
042E0117,-1,04,2E,01,17,0.484,05,结束
162R0300,1,16,2R,03,00,1.887,72,值机员综合办理统计
162R0501,0,16,2R,05,01,1.91,72,值机员综合办理统计
01010102,0,01,01,01,02,21.564,01,登录
042E0100,0,04,2E,01,00,2.605,02,检索提取
042E0115,1,04,2E,01,15,3.695,02,检索提取
042E0171,0,04,2E,01,71,3.186,22,证件校验
042F0817,0,04,2F,08,17,2.706,12,管理旅客备注
042F0801,0,04,2F,08,01,0.949,22,证件校验
042F0812,0,04,2F,08,12,3.287,22,证件校验
040O0211,0,04,0O,02,11,0.92,04,值机接收
040O0212,0,04,0O,02,12,3.333,04,值机接收
040O0204,0,04,0O,02,04,7.71,04,值机接收
01010915,-1,01,01,09,15,4.795,05,结束
042E0115,1,04,2E,01,15,1.927,02,检索提取
042E0171,0,04,2E,01,71,2.068,22,证件校验
042F0817,0,04,2F,08,17,2.152,12,管理旅客备注
042F0801,0,04,2F,08,01,0.741,22,证件校验
042F0812,0,04,2F,08,12,2.231,22,证件校验
040O0211,0,04,0O,02,11,0.562,04,值机接收
040O0212,0,04,0O,02,12,2.649,04,值机接收
040O0204,0,04,0O,02,04,3.661,04,值机接收
01010903,-1,01,01,09,03,17.122,05,结束
01010102,0,01,01,01,02,17.229,01,登录
042E0100,0,04,2E,01,00,2.918,02,检索提取
042E0115,1,04,2E,01,15,5.42,02,检索提取
042E0171,0,04,2E,01,71,3.226,22,证件校验
042F0801,0,04,2F,08,01,0.798,22,证件校验
042F0812,0,04,2F,08,12,2.151,22,证件校验
040O0211,0,04,0O,02,11,0.853,04,值机接收
040O0212,0,04,0O,02,12,2.023,04,值机接收
040O0204,0,04,0O,02,04,1.743,04,值机接收
040O0212,0,04,0O,02,12,3.019,04,值机接收
040O0204,0,04,0O,02,04,1.667,04,值机接收
040O0204,0,04,0O,02,04,5.262,04,值机接收
040O0204,0,04,0O,02,04,0.124,04,值机接收
042E0121,0,04,2E,01,21,42.966,05,结束
042E0115,1,04,2E,01,15,1.645,02,检索提取
042E0118,0,04,2E,01,18,1.426,02,检索提取
042E0171,0,04,2E,01,71,6.657,22,证件校验
042F0801,0,04,2F,08,01,0.973,22,证件校验
042F0812,0,04,2F,08,12,2.058,22,证件校验
040O0211,0,04,0O,02,11,0.737,04,值机接收
040O0212,0,04,0O,02,12,3.124,04,值机接收
040O0204,0,04,0O,02,04,1.816,04,值机接收
