business_id,BP,KC,PG,BT,DIST,SUB,business_class,class_name,target
01010102,1,1,1,2,0.0,0.0,1,登录,0
042E0100,4,214,1,0,213.0305,5.853,2,检索提取,1
042E0115,4,214,1,15,15.0,27.257,2,检索提取,4
042E0115,4,214,1,15,0.0,16.992,2,检索提取,4
042E0118,4,214,1,18,3.0,1.565,2,检索提取,0
042E0115,4,214,1,15,3.0,13.594,2,检索提取,0
042E0118,4,214,1,18,3.0,1.579,2,检索提取,0
042E0115,4,214,1,15,3.0,9.873,2,检索提取,0
042E0118,4,214,1,18,3.0,1.554,2,检索提取,0
040O0200,4,24,2,0,190.8533,8.418,4,值机接收,1
040O0211,4,24,2,11,11.0,1.421,4,值机接收,0
040O0204,4,24,2,4,7.0,8.779,4,值机接收,0
040O0280,4,24,2,80,76.0,4.292,15,客票详情,2
040O0200,4,24,2,0,80.0,3.373,4,值机接收,2
040O0285,4,24,2,85,85.0,2.206,22,证件校验,2
042F0801,4,215,8,1,208.7415,2.561,22,证件校验,1
042F0801,4,215,8,1,0.0,5.535,22,证件校验,0
042F0801,4,215,8,1,0.0,4.825,22,证件校验,0
042F0801,4,215,8,1,0.0,4.561,22,证件校验,0
040O0200,4,24,2,0,191.0968,4.128,4,值机接收,1
040O0212,4,24,2,12,12.0,3.614,4,值机接收,0
040O0204,4,24,2,4,8.0,6.19,4,值机接收,0
040O0238,4,24,2,38,34.0,19.386,9,重打牌,3
040O0238,4,24,2,38,0.0,0.569,9,重打牌,0
040O0280,4,24,2,80,42.0,3.783,15,客票详情,3
040O0200,4,24,2,0,80.0,3.603,4,值机接收,2
040O0238,4,24,2,38,38.0,10.445,9,重打牌,3
040O0238,4,24,2,38,0.0,0.55,9,重打牌,0
040O0238,4,24,2,38,0.0,11.849,9,重打牌,0
040O0238,4,24,2,38,0.0,0.63,9,重打牌,0
042E0121,4,214,1,21,190.7616,54.452,5,结束,1
042E0117,4,214,1,17,4.0,1.989,5,结束,0
042E0115,4,214,1,15,2.0,7.745,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.661,4,值机接收,1
040O0211,4,24,2,11,11.0,0.647,4,值机接收,0
040O0204,4,24,2,4,7.0,0.4,4,值机接收,0
042E0121,4,214,1,21,190.7616,7.885,5,结束,1
042E0117,4,214,1,17,4.0,0.333,5,结束,0
042E0102,4,214,1,2,15.0,3.313,2,检索提取,0
042E0102,4,214,1,2,0.0,13.061,2,检索提取,0
042E0117,4,214,1,17,15.0,7.183,5,结束,0
042E0117,4,214,1,17,0.0,0.351,5,结束,0
042E0117,4,214,1,17,0.0,0.22,5,结束,0
042E0115,4,214,1,15,2.0,1.998,2,检索提取,0
042E0115,4,214,1,15,0.0,5.224,2,检索提取,0
042E0118,4,214,1,18,3.0,1.312,2,检索提取,0
040O0200,4,24,2,0,190.8533,2.909,4,值机接收,1
040O0211,4,24,2,11,11.0,0.652,4,值机接收,0
040O0204,4,24,2,4,7.0,0.468,4,值机接收,0
040O0212,4,24,2,12,8.0,5.711,4,值机接收,0
040O0204,4,24,2,4,8.0,0.765,4,值机接收,0
040O0204,4,24,2,4,0.0,3.891,4,值机接收,0
040O0204,4,24,2,4,0.0,0.306,4,值机接收,0
042E0121,4,214,1,21,190.7616,50.376,5,结束,1
042E0117,4,214,1,17,4.0,0.468,5,结束,0
042E0115,4,214,1,15,2.0,43.789,2,检索提取,4
040O0200,4,24,2,0,190.5938,7.113,4,值机接收,1
040O0211,4,24,2,11,11.0,0.55,4,值机接收,0
040O0204,4,24,2,4,7.0,14.011,4,值机接收,0
040O0204,4,24,2,4,0.0,0.298,4,值机接收,0
040O0238,4,24,2,38,34.0,7.448,9,重打牌,3
040O0238,4,24,2,38,0.0,0.52,9,重打牌,0
042E0121,4,214,1,21,190.7616,19.944,5,结束,1
042E0106,4,214,1,6,15.0,0.894,10,旅客详情,0
042E0117,4,214,1,17,11.0,2.013,5,结束,0
042E0117,4,214,1,17,0.0,0.256,5,结束,0
042E0117,4,214,1,17,0.0,0.181,5,结束,0
042E0115,4,214,1,15,2.0,25.031,2,检索提取,4
042E0146,4,214,1,46,31.0,3.397,9,重打牌,3
042E0146,4,214,1,46,0.0,0.535,9,重打牌,0
040O0200,4,24,2,0,195.4917,0.745,4,值机接收,1
040O0211,4,24,2,11,11.0,0.437,4,值机接收,0
040O0212,4,24,2,12,1.0,2.027,4,值机接收,0
040O0204,4,24,2,4,8.0,4.179,4,值机接收,0
042E0121,4,214,1,21,190.7616,8.327,5,结束,1
042E0117,4,214,1,17,4.0,0.149,5,结束,0
042E0117,4,214,1,17,0.0,0.199,5,结束,0
042E0115,4,214,1,15,2.0,9.322,2,检索提取,0
042E0146,4,214,1,46,31.0,1.855,9,重打牌,3
042E0146,4,214,1,46,0.0,0.476,9,重打牌,0
040O0200,4,24,2,0,195.4917,0.516,4,值机接收,1
040O0211,4,24,2,11,11.0,0.467,4,值机接收,0
040O0204,4,24,2,4,7.0,5.937,4,值机接收,0
042E0121,4,214,1,21,190.7616,20.74,5,结束,1
042E0117,4,214,1,17,4.0,0.778,5,结束,0
042E0117,4,214,1,17,0.0,0.366,5,结束,0
042E0115,4,214,1,15,2.0,13.077,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.675,4,值机接收,1
040O0211,4,24,2,11,11.0,0.535,4,值机接收,0
040O0204,4,24,2,4,7.0,8.975,4,值机接收,0
040O0204,4,24,2,4,0.0,9.213,4,值机接收,0
042E0121,4,214,1,21,190.7616,38.338,5,结束,1
042E0117,4,214,1,17,4.0,0.268,5,结束,0
042E0115,4,214,1,15,2.0,5.24,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.306,4,值机接收,1
040O0211,4,24,2,11,11.0,0.523,4,值机接收,0
040O0204,4,24,2,4,7.0,4.615,4,值机接收,0
042E0121,4,214,1,21,190.7616,16.771,5,结束,1
042E0117,4,214,1,17,4.0,0.247,5,结束,0
042E0115,4,214,1,15,2.0,21.283,2,检索提取,4
040O0200,4,24,2,0,190.5938,4.231,4,值机接收,1
040O0211,4,24,2,11,11.0,0.565,4,值机接收,0
040O0204,4,24,2,4,7.0,23.103,4,值机接收,4
040O0204,4,24,2,4,0.0,30.105,4,值机接收,4
040O0204,4,24,2,4,0.0,26.132,4,值机接收,4
040O0204,4,24,2,4,0.0,0.393,4,值机接收,0
042E0121,4,214,1,21,190.7616,1.431,5,结束,1
042E0117,4,214,1,17,4.0,0.477,5,结束,0
042E0102,4,214,1,2,15.0,24.551,2,检索提取,4
040O0200,4,24,2,0,190.0132,1.659,4,值机接收,1
040O0211,4,24,2,11,11.0,0.472,4,值机接收,0
040O0204,4,24,2,4,7.0,4.904,4,值机接收,0
042E0121,4,214,1,21,190.7616,10.844,5,结束,1
042E0117,4,214,1,17,4.0,2.435,5,结束,0
042E0117,4,214,1,17,0.0,0.483,5,结束,0
042E0115,4,214,1,15,2.0,3.499,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.349,4,值机接收,1
040O0211,4,24,2,11,11.0,0.475,4,值机接收,0
040O0238,4,24,2,38,27.0,0.645,9,重打牌,3
040O0238,4,24,2,38,0.0,0.391,9,重打牌,0
040O0204,4,24,2,4,34.0,10.025,4,值机接收,3
042E0121,4,214,1,21,190.7616,19.942,5,结束,1
042E0117,4,214,1,17,4.0,0.298,5,结束,0
042E0115,4,214,1,15,2.0,6.76,2,检索提取,0
042E0115,4,214,1,15,0.0,7.194,2,检索提取,0
042E0118,4,214,1,18,3.0,1.503,2,检索提取,0
040O0200,4,24,2,0,190.8533,3.725,4,值机接收,1
040O0211,4,24,2,11,11.0,0.43,4,值机接收,0
040O0204,4,24,2,4,7.0,4.966,4,值机接收,0
040O0204,4,24,2,4,0.0,0.298,4,值机接收,0
042E0121,4,214,1,21,190.7616,14.907,5,结束,1
042E0117,4,214,1,17,4.0,0.264,5,结束,0
042E0117,4,214,1,17,0.0,0.302,5,结束,0
042E0115,4,214,1,15,2.0,11.001,2,检索提取,0
042E0115,4,214,1,15,0.0,2.726,2,检索提取,0
042E0118,4,214,1,18,3.0,1.329,2,检索提取,0
040O0200,4,24,2,0,190.8533,2.051,4,值机接收,1
040O0211,4,24,2,11,11.0,0.449,4,值机接收,0
040O0238,4,24,2,38,27.0,1.035,9,重打牌,3
040O0238,4,24,2,38,0.0,0.411,9,重打牌,0
040O0204,4,24,2,4,34.0,2.938,4,值机接收,3
040O0210,4,24,2,10,6.0,31.731,4,值机接收,4
040O0204,4,24,2,4,6.0,3.913,4,值机接收,0
01010917,1,1,9,17,27.4955,23.602,5,结束,3
042E0115,4,214,1,15,213.1807,9.907,2,检索提取,1
042E0115,4,214,1,15,0.0,3.037,2,检索提取,0
042E0118,4,214,1,18,3.0,1.324,2,检索提取,0
040O0200,4,24,2,0,190.8533,0.835,4,值机接收,1
040O0211,4,24,2,11,11.0,0.475,4,值机接收,0
040O0204,4,24,2,4,7.0,1.813,4,值机接收,0
040O0238,4,24,2,38,34.0,1.555,9,重打牌,3
040O0238,4,24,2,38,0.0,0.392,9,重打牌,0
040O0210,4,24,2,10,28.0,22.212,4,值机接收,3
040O0204,4,24,2,4,6.0,4.479,4,值机接收,0
042E0121,4,214,1,21,190.7616,18.58,5,结束,1
042E0117,4,214,1,17,4.0,0.347,5,结束,0
042E0115,4,214,1,15,2.0,11.825,2,检索提取,0
040O0200,4,24,2,0,190.5938,6.856,4,值机接收,1
040O0211,4,24,2,11,11.0,0.438,4,值机接收,0
040O0204,4,24,2,4,7.0,0.667,4,值机接收,0
040O0211,4,24,2,11,7.0,0.335,4,值机接收,0
040O0204,4,24,2,4,7.0,1.105,4,值机接收,0
040O0204,4,24,2,4,0.0,9.92,4,值机接收,0
040O0238,4,24,2,38,34.0,2.335,9,重打牌,3
040O0204,4,24,2,4,34.0,1.181,4,值机接收,3
040O0211,4,24,2,11,7.0,0.329,4,值机接收,0
040O0285,4,24,2,85,74.0,6.329,22,证件校验,2
042F0817,4,215,8,17,202.8324,3.143,12,管理旅客备注,1
042F0801,4,215,8,1,16.0,2.131,22,证件校验,0
040O0200,4,24,2,0,191.0968,4.212,4,值机接收,1
040O0204,4,24,2,4,4.0,1.392,4,值机接收,0
040O0212,4,24,2,12,8.0,4.108,4,值机接收,0
040O0204,4,24,2,4,8.0,0.842,4,值机接收,0
040O0285,4,24,2,85,81.0,3.051,22,证件校验,2
040O0200,4,24,2,0,85.0,52.82,4,值机接收,2
040O0262,4,24,2,62,62.0,1.822,4,值机接收,2
040O0238,4,24,2,38,24.0,1.279,9,重打牌,3
040O0238,4,24,2,38,0.0,0.441,9,重打牌,0
040O0204,4,24,2,4,34.0,2.883,4,值机接收,3
040O0204,4,24,2,4,0.0,0.315,4,值机接收,0
040O0270,4,24,2,70,66.0,49.611,10,旅客详情,2
042E0121,4,214,1,21,196.2193,11.721,5,结束,1
042E0117,4,214,1,17,4.0,0.258,5,结束,0
042E0117,4,214,1,17,0.0,0.303,5,结束,0
042E0115,4,214,1,15,2.0,12.697,2,检索提取,0
042E0146,4,214,1,46,31.0,1.725,9,重打牌,3
042E0146,4,214,1,46,0.0,0.441,9,重打牌,0
040O0200,4,24,2,0,195.4917,0.728,4,值机接收,1
040O0211,4,24,2,11,11.0,0.427,4,值机接收,0
040O0204,4,24,2,4,7.0,2.336,4,值机接收,0
040O0204,4,24,2,4,0.0,0.303,4,值机接收,0
042E0121,4,214,1,21,190.7616,25.273,5,结束,1
042E0117,4,214,1,17,4.0,0.314,5,结束,0
042E0115,4,214,1,15,2.0,2.113,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.359,4,值机接收,1
040O0211,4,24,2,11,11.0,0.42,4,值机接收,0
040O0204,4,24,2,4,7.0,6.477,4,值机接收,0
040O0212,4,24,2,12,8.0,2.468,4,值机接收,0
040O0204,4,24,2,4,8.0,2.764,4,值机接收,0
040O0204,4,24,2,4,0.0,2.799,4,值机接收,0
040O0204,4,24,2,4,0.0,0.247,4,值机接收,0
042E0121,4,214,1,21,190.7616,23.92,5,结束,1
042E0117,4,214,1,17,4.0,0.523,5,结束,0
042E0117,4,214,1,17,0.0,0.236,5,结束,0
042E0115,4,214,1,15,2.0,7.371,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.319,4,值机接收,1
040O0211,4,24,2,11,11.0,0.456,4,值机接收,0
040O0204,4,24,2,4,7.0,5.301,4,值机接收,0
040O0204,4,24,2,4,0.0,3.41,4,值机接收,0
042E0121,4,214,1,21,190.7616,20.742,5,结束,1
042E0117,4,214,1,17,4.0,0.279,5,结束,0
042E0115,4,214,1,15,2.0,8.705,2,检索提取,0
042E0117,4,214,1,17,2.0,3.652,5,结束,0
042E0117,4,214,1,17,0.0,0.304,5,结束,0
042E0115,4,214,1,15,2.0,14.033,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.74,4,值机接收,1
040O0211,4,24,2,11,11.0,0.427,4,值机接收,0
040O0204,4,24,2,4,7.0,11.176,4,值机接收,0
042E0121,4,214,1,21,190.7616,15.427,5,结束,1
042E0117,4,214,1,17,4.0,0.297,5,结束,0
042E0117,4,214,1,17,0.0,0.208,5,结束,0
042E0115,4,214,1,15,2.0,14.983,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.852,4,值机接收,1
040O0211,4,24,2,11,11.0,0.429,4,值机接收,0
040O0204,4,24,2,4,7.0,15.472,4,值机接收,0
040O0204,4,24,2,4,0.0,0.277,4,值机接收,0
042E0121,4,214,1,21,190.7616,17.661,5,结束,1
042E0117,4,214,1,17,4.0,0.287,5,结束,0
042E0115,4,214,1,15,2.0,15.201,2,检索提取,0
040O0200,4,24,2,0,190.5938,2.237,4,值机接收,1
040O0211,4,24,2,11,11.0,0.461,4,值机接收,0
040O0204,4,24,2,4,7.0,1.334,4,值机接收,0
042E0121,4,214,1,21,190.7616,21.331,5,结束,1
042E0117,4,214,1,17,4.0,0.349,5,结束,0
042E0105,4,214,1,5,12.0,1.555,61,办理历史,0
042E0105,4,214,1,5,0.0,2.241,61,办理历史,0
042E0141,4,214,1,41,36.0,2.365,15,客票详情,3
042E0121,4,214,1,21,20.0,1.038,5,结束,3
042E0117,4,214,1,17,4.0,0.367,5,结束,0
042E0117,4,214,1,17,0.0,0.194,5,结束,0
042E0115,4,214,1,15,2.0,4.539,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.362,4,值机接收,1
040O0211,4,24,2,11,11.0,0.467,4,值机接收,0
040O0204,4,24,2,4,7.0,5.408,4,值机接收,0
042E0121,4,214,1,21,190.7616,31.438,5,结束,1
042E0117,4,214,1,17,4.0,0.226,5,结束,0
042E0117,4,214,1,17,0.0,0.208,5,结束,0
042E0115,4,214,1,15,2.0,5.474,2,检索提取,0
040O0200,4,24,2,0,190.5938,2.831,4,值机接收,1
040O0211,4,24,2,11,11.0,0.538,4,值机接收,0
040O0204,4,24,2,4,7.0,7.204,4,值机接收,0
040O0204,4,24,2,4,0.0,3.329,4,值机接收,0
042E0121,4,214,1,21,190.7616,20.759,5,结束,1
042E0115,4,214,1,15,6.0,1.2,2,检索提取,0
042E0118,4,214,1,18,3.0,1.478,2,检索提取,0
042E0115,4,214,1,15,3.0,3.427,2,检索提取,0
042E0118,4,214,1,18,3.0,1.336,2,检索提取,0
042E0115,4,214,1,15,3.0,1.367,2,检索提取,0
042E0118,4,214,1,18,3.0,1.299,2,检索提取,0
040O0200,4,24,2,0,190.8533,3.904,4,值机接收,1
040O0211,4,24,2,11,11.0,0.436,4,值机接收,0
040O0204,4,24,2,4,7.0,11.561,4,值机接收,0
040O0204,4,24,2,4,0.0,4.707,4,值机接收,0
042E0121,4,214,1,21,190.7616,30.364,5,结束,1
042E0117,4,214,1,17,4.0,0.962,5,结束,0
042E0115,4,214,1,15,2.0,8.812,2,检索提取,0
042E0115,4,214,1,15,0.0,3.097,2,检索提取,0
042E0189,4,214,1,89,74.0,1.346,2,检索提取,2
040O0200,4,24,2,0,209.8142,0.953,4,值机接收,1
040O0211,4,24,2,11,11.0,0.598,4,值机接收,0
040O0204,4,24,2,4,7.0,27.179,4,值机接收,4
040O0204,4,24,2,4,0.0,13.168,4,值机接收,0
040O0210,4,24,2,10,6.0,13.842,4,值机接收,0
040O0204,4,24,2,4,6.0,7.884,4,值机接收,0
042E0121,4,214,1,21,190.7616,16.177,5,结束,1
042E0117,4,214,1,17,4.0,0.336,5,结束,0
042E0115,4,214,1,15,2.0,15.498,2,检索提取,0
042E0115,4,214,1,15,0.0,3.077,2,检索提取,0
042E0118,4,214,1,18,3.0,1.336,2,检索提取,0
040O0200,4,24,2,0,190.8533,1.961,4,值机接收,1
040O0211,4,24,2,11,11.0,0.395,4,值机接收,0
040O0204,4,24,2,4,7.0,5.125,4,值机接收,0
040O0204,4,24,2,4,0.0,5.108,4,值机接收,0
040O0210,4,24,2,10,6.0,17.399,4,值机接收,4
040O0204,4,24,2,4,6.0,19.142,4,值机接收,4
042E0121,4,214,1,21,190.7616,41.339,5,结束,1
042E0117,4,214,1,17,4.0,0.275,5,结束,0
042E0115,4,214,1,15,2.0,7.116,2,检索提取,0
042E0146,4,214,1,46,31.0,2.758,9,重打牌,3
042E0146,4,214,1,46,0.0,0.407,9,重打牌,0
040O0200,4,24,2,0,195.4917,0.633,4,值机接收,1
040O0211,4,24,2,11,11.0,0.411,4,值机接收,0
040O0204,4,24,2,4,7.0,2.678,4,值机接收,0
042E0121,4,214,1,21,190.7616,18.617,5,结束,1
042E0117,4,214,1,17,4.0,0.226,5,结束,0
042E0115,4,214,1,15,2.0,9.725,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.304,4,值机接收,1
040O0211,4,24,2,11,11.0,0.482,4,值机接收,0
040O0204,4,24,2,4,7.0,5.2,4,值机接收,0
040O0204,4,24,2,4,0.0,13.501,4,值机接收,0
01010917,1,1,9,17,27.4955,23.663,5,结束,3
042E0117,4,214,1,17,213.1713,2.541,5,结束,1
042E0115,4,214,1,15,2.0,4.082,2,检索提取,0
042E0115,4,214,1,15,0.0,13.699,2,检索提取,0
042E0118,4,214,1,18,3.0,1.567,2,检索提取,0
040O0200,4,24,2,0,190.8533,0.545,4,值机接收,1
040O0211,4,24,2,11,11.0,0.428,4,值机接收,0
040O0204,4,24,2,4,7.0,11.269,4,值机接收,0
040O0204,4,24,2,4,0.0,3.294,4,值机接收,0
040O0210,4,24,2,10,6.0,18.64,4,值机接收,4
040O0204,4,24,2,4,6.0,2.384,4,值机接收,0
042E0121,4,214,1,21,190.7616,18.048,5,结束,1
042E0117,4,214,1,17,4.0,0.271,5,结束,0
042E0117,4,214,1,17,0.0,0.288,5,结束,0
042E0115,4,214,1,15,2.0,7.231,2,检索提取,0
040O0200,4,24,2,0,190.5938,2.947,4,值机接收,1
040O0211,4,24,2,11,11.0,0.417,4,值机接收,0
040O0204,4,24,2,4,7.0,2.128,4,值机接收,0
040O0212,4,24,2,12,8.0,2.735,4,值机接收,0
040O0204,4,24,2,4,8.0,3.615,4,值机接收,0
040O0204,4,24,2,4,0.0,2.017,4,值机接收,0
040O0204,4,24,2,4,0.0,3.021,4,值机接收,0
040O0204,4,24,2,4,0.0,0.323,4,值机接收,0
040O0204,4,24,2,4,0.0,9.276,4,值机接收,0
040O0204,4,24,2,4,0.0,0.237,4,值机接收,0
040O0212,4,24,2,12,8.0,1.475,4,值机接收,0
040O0204,4,24,2,4,8.0,2.164,4,值机接收,0
040O0204,4,24,2,4,0.0,41.44,4,值机接收,4
040O0204,4,24,2,4,0.0,0.28,4,值机接收,0
042E0121,4,214,1,21,190.7616,29.582,5,结束,1
042E0117,4,214,1,17,4.0,0.229,5,结束,0
042E0115,4,214,1,15,2.0,6.1,2,检索提取,0
040O0200,4,24,2,0,190.5938,2.978,4,值机接收,1
040O0211,4,24,2,11,11.0,0.401,4,值机接收,0
040O0204,4,24,2,4,7.0,10.331,4,值机接收,0
042E0121,4,214,1,21,190.7616,20.284,5,结束,1
042E0117,4,214,1,17,4.0,0.295,5,结束,0
042E0105,4,214,1,5,12.0,2.803,61,办理历史,0
042E0117,4,214,1,17,12.0,3.825,5,结束,0
042E0115,4,214,1,15,2.0,11.036,2,检索提取,0
040O0200,4,24,2,0,190.5938,3.238,4,值机接收,1
040O0211,4,24,2,11,11.0,0.494,4,值机接收,0
040O0204,4,24,2,4,7.0,9.158,4,值机接收,0
040O0204,4,24,2,4,0.0,4.972,4,值机接收,0
040O0204,4,24,2,4,0.0,0.267,4,值机接收,0
042E0121,4,214,1,21,190.7616,13.866,5,结束,1
042E0117,4,214,1,17,4.0,0.266,5,结束,0
042E0117,4,214,1,17,0.0,0.419,5,结束,0
042E0115,4,214,1,15,2.0,1.566,2,检索提取,0
042E0146,4,214,1,46,31.0,1.745,9,重打牌,3
042E0146,4,214,1,46,0.0,0.553,9,重打牌,0
040O0200,4,24,2,0,195.4917,4.439,4,值机接收,1
040O0211,4,24,2,11,11.0,0.415,4,值机接收,0
040O0204,4,24,2,4,7.0,1.809,4,值机接收,0
042E0121,4,214,1,21,190.7616,23.033,5,结束,1
042E0117,4,214,1,17,4.0,0.467,5,结束,0
042E0115,4,214,1,15,2.0,12.121,2,检索提取,0
040O0200,4,24,2,0,190.5938,2.394,4,值机接收,1
040O0211,4,24,2,11,11.0,0.438,4,值机接收,0
040O0204,4,24,2,4,7.0,4.089,4,值机接收,0
042E0121,4,214,1,21,190.7616,23.896,5,结束,1
042E0117,4,214,1,17,4.0,0.358,5,结束,0
042E0115,4,214,1,15,2.0,4.628,2,检索提取,0
040O0200,4,24,2,0,190.5938,2.351,4,值机接收,1
040O0211,4,24,2,11,11.0,0.438,4,值机接收,0
040O0204,4,24,2,4,7.0,4.01,4,值机接收,0
042E0121,4,214,1,21,190.7616,20.75,5,结束,1
042E0117,4,214,1,17,4.0,0.294,5,结束,0
042E0117,4,214,1,17,0.0,0.492,5,结束,0
042E0115,4,214,1,15,2.0,7.51,2,检索提取,0
042E0146,4,214,1,46,31.0,2.025,9,重打牌,3
042E0146,4,214,1,46,0.0,0.508,9,重打牌,0
040O0200,4,24,2,0,195.4917,0.677,4,值机接收,1
040O0211,4,24,2,11,11.0,0.451,4,值机接收,0
040O0204,4,24,2,4,7.0,1.937,4,值机接收,0
042E0121,4,214,1,21,190.7616,19.36,5,结束,1
042E0117,4,214,1,17,4.0,0.349,5,结束,0
042E0115,4,214,1,15,2.0,6.18,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.499,4,值机接收,1
040O0211,4,24,2,11,11.0,0.411,4,值机接收,0
040O0204,4,24,2,4,7.0,4.07,4,值机接收,0
040O0204,4,24,2,4,0.0,35.937,4,值机接收,4
042E0121,4,214,1,21,190.7616,15.615,5,结束,1
042E0117,4,214,1,17,4.0,0.237,5,结束,0
042E0115,4,214,1,15,2.0,17.314,2,检索提取,4
040O0200,4,24,2,0,190.5938,1.81,4,值机接收,1
040O0211,4,24,2,11,11.0,0.463,4,值机接收,0
040O0204,4,24,2,4,7.0,6.574,4,值机接收,0
040O0204,4,24,2,4,0.0,34.129,4,值机接收,4
042E0121,4,214,1,21,190.7616,18.371,5,结束,1
042E0117,4,214,1,17,4.0,0.32,5,结束,0
042E0115,4,214,1,15,2.0,17.523,2,检索提取,4
040O0200,4,24,2,0,190.5938,4.555,4,值机接收,1
040O0211,4,24,2,11,11.0,0.45,4,值机接收,0
042E0121,4,214,1,21,190.2656,3.892,5,结束,1
040O0200,4,24,2,0,191.1596,0.682,4,值机接收,1
040O0211,4,24,2,11,11.0,0.412,4,值机接收,0
040O0204,4,24,2,4,7.0,5.716,4,值机接收,0
042E0121,4,214,1,21,190.7616,17.052,5,结束,1
042E0117,4,214,1,17,4.0,0.306,5,结束,0
042E0115,4,214,1,15,2.0,6.583,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.404,4,值机接收,1
040O0211,4,24,2,11,11.0,0.437,4,值机接收,0
040O0204,4,24,2,4,7.0,7.42,4,值机接收,0
040O0204,4,24,2,4,0.0,3.743,4,值机接收,0
042E0121,4,214,1,21,190.7616,29.638,5,结束,1
042E0117,4,214,1,17,4.0,0.28,5,结束,0
042E0117,4,214,1,17,0.0,2.496,5,结束,0
042E0117,4,214,1,17,0.0,0.352,5,结束,0
042E0115,4,214,1,15,2.0,5.356,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.396,4,值机接收,1
040O0211,4,24,2,11,11.0,0.415,4,值机接收,0
040O0204,4,24,2,4,7.0,3.604,4,值机接收,0
040O0212,4,24,2,12,8.0,2.287,4,值机接收,0
040O0204,4,24,2,4,8.0,9.153,4,值机接收,0
040O0204,4,24,2,4,0.0,2.895,4,值机接收,0
040O0204,4,24,2,4,0.0,0.135,4,值机接收,0
042E0121,4,214,1,21,190.7616,26.982,5,结束,1
042E0117,4,214,1,17,4.0,0.223,5,结束,0
042E0115,4,214,1,15,2.0,8.383,2,检索提取,0
042E0115,4,214,1,15,0.0,3.065,2,检索提取,0
042E0118,4,214,1,18,3.0,1.316,2,检索提取,0
040O0200,4,24,2,0,190.8533,1.494,4,值机接收,1
040O0211,4,24,2,11,11.0,0.445,4,值机接收,0
040O0204,4,24,2,4,7.0,10.471,4,值机接收,0
040O0204,4,24,2,4,0.0,4.827,4,值机接收,0
040O0204,4,24,2,4,0.0,1.548,4,值机接收,0
042E0121,4,214,1,21,190.7616,21.517,5,结束,1
042E0117,4,214,1,17,4.0,0.294,5,结束,0
042E0117,4,214,1,17,0.0,0.182,5,结束,0
042E0115,4,214,1,15,2.0,6.927,2,检索提取,0
042E0115,4,214,1,15,0.0,3.048,2,检索提取,0
042E0189,4,214,1,89,74.0,1.354,2,检索提取,2
042E0115,4,214,1,15,74.0,1.345,2,检索提取,2
042E0189,4,214,1,89,74.0,1.333,2,检索提取,2
042E0115,4,214,1,15,74.0,1.744,2,检索提取,2
042E0118,4,214,1,18,3.0,1.299,2,检索提取,0
040O0200,4,24,2,0,190.8533,1.41,4,值机接收,1
040O0211,4,24,2,11,11.0,0.466,4,值机接收,0
040O0204,4,24,2,4,7.0,6.643,4,值机接收,0
040O0204,4,24,2,4,0.0,4.525,4,值机接收,0
040O0210,4,24,2,10,6.0,21.163,4,值机接收,4
040O0204,4,24,2,4,6.0,2.45,4,值机接收,0
042E0121,4,214,1,21,190.7616,32.379,5,结束,1
042E0117,4,214,1,17,4.0,0.31,5,结束,0
042E0117,4,214,1,17,0.0,0.18,5,结束,0
042E0115,4,214,1,15,2.0,4.342,2,检索提取,0
042E0117,4,214,1,17,2.0,6.902,5,结束,0
042E0117,4,214,1,17,0.0,0.305,5,结束,0
042E0115,4,214,1,15,2.0,15.497,2,检索提取,0
042E0115,4,214,1,15,0.0,5.208,2,检索提取,0
042E0118,4,214,1,18,3.0,1.313,2,检索提取,0
042E0118,4,214,1,18,0.0,2.177,2,检索提取,0
040O0200,4,24,2,0,190.8533,0.912,4,值机接收,1
040O0211,4,24,2,11,11.0,0.417,4,值机接收,0
040O0238,4,24,2,38,27.0,0.561,9,重打牌,3
040O0238,4,24,2,38,0.0,0.468,9,重打牌,0
040O0204,4,24,2,4,34.0,2.218,4,值机接收,3
042E0121,4,214,1,21,190.7616,24.215,5,结束,1
042E0117,4,214,1,17,4.0,0.331,5,结束,0
042E0117,4,214,1,17,0.0,1.054,5,结束,0
042E0117,4,214,1,17,0.0,0.176,5,结束,0
042E0117,4,214,1,17,0.0,0.187,5,结束,0
042E0115,4,214,1,15,2.0,4.051,2,检索提取,0
040O0200,4,24,2,0,190.5938,1.357,4,值机接收,1
040O0211,4,24,2,11,11.0,0.395,4,值机接收,0
040O0204,4,24,2,4,7.0,3.944,4,值机接收,0
040O0204,4,24,2,4,0.0,11.532,4,值机接收,0
042E0121,4,214,1,21,190.7616,20.076,5,结束,1
042E0117,4,214,1,17,4.0,0.228,5,结束,0
