business_id,business_time,business_label,business_class,class_name,time_interval,time_splitting
040O0200,2024-03-31 04:33:57.689,0,4,值机接收,1.661,b
040O0211,2024-03-31 04:33:58.336,0,4,值机接收,0.647,b
040O0204,2024-03-31 04:33:58.736,0,4,值机接收,0.4,b
042E0121,2024-03-31 04:34:06.621,0,5,结束,7.885,b
042E0117,2024-03-31 04:34:06.954,-1,5,结束,0.333,b
042E0102,2024-03-31 04:34:10.267,1,2,检索提取,3.313,b
042E0102,2024-03-31 04:34:23.328,1,2,检索提取,13.061,s
042E0117,2024-03-31 04:34:30.511,-1,5,结束,7.183,b
042E0117,2024-03-31 04:34:30.862,-1,5,结束,0.351,b
042E0117,2024-03-31 04:34:31.082,-1,5,结束,0.22,b
042E0115,2024-03-31 04:34:33.080,1,2,检索提取,1.998,b
042E0115,2024-03-31 04:34:38.304,1,2,检索提取,5.224,b
042E0118,2024-03-31 04:34:39.616,0,2,检索提取,1.312,b
040O0200,2024-03-31 04:34:42.525,0,4,值机接收,2.909,b
040O0211,2024-03-31 04:34:43.177,0,4,值机接收,0.652,b
040O0204,2024-03-31 04:34:43.645,0,4,值机接收,0.468,b
040O0212,2024-03-31 04:34:49.356,0,4,值机接收,5.711,b
040O0204,2024-03-31 04:34:50.121,0,4,值机接收,0.765,b
040O0204,2024-03-31 04:34:54.012,0,4,值机接收,3.891,b
040O0204,2024-03-31 04:34:54.318,0,4,值机接收,0.306,b
042E0121,2024-03-31 04:35:44.694,0,5,结束,50.376,s
042E0117,2024-03-31 04:35:45.162,-1,5,结束,0.468,b
042E0115,2024-03-31 04:36:28.951,1,2,检索提取,43.789,s
040O0200,2024-03-31 04:36:36.064,0,4,值机接收,7.113,b
040O0211,2024-03-31 04:36:36.614,0,4,值机接收,0.55,b
040O0204,2024-03-31 04:36:50.625,0,4,值机接收,14.011,s
040O0204,2024-03-31 04:36:50.923,0,4,值机接收,0.298,b
040O0238,2024-03-31 04:36:58.371,0,9,重打牌,7.448,b
040O0238,2024-03-31 04:36:58.891,0,9,重打牌,0.52,b
042E0121,2024-03-31 04:37:18.835,0,5,结束,19.944,s
042E0106,2024-03-31 04:37:19.729,0,10,旅客详情,0.894,b
042E0117,2024-03-31 04:37:21.742,-1,5,结束,2.013,b
042E0117,2024-03-31 04:37:21.998,-1,5,结束,0.256,b
042E0117,2024-03-31 04:37:22.179,-1,5,结束,0.181,b
042E0115,2024-03-31 04:39:47.210,1,2,检索提取,25.031,s
042E0146,2024-03-31 04:39:50.607,0,9,重打牌,3.397,b
042E0146,2024-03-31 04:39:51.142,0,9,重打牌,0.535,b
040O0200,2024-03-31 04:39:51.887,0,4,值机接收,0.745,b
040O0211,2024-03-31 04:39:52.324,0,4,值机接收,0.437,b
040O0212,2024-03-31 04:39:54.351,0,4,值机接收,2.027,b
040O0204,2024-03-31 04:39:58.530,0,4,值机接收,4.179,b
042E0121,2024-03-31 04:40:06.857,0,5,结束,8.327,b
042E0117,2024-03-31 04:40:07.006,-1,5,结束,0.149,b
042E0117,2024-03-31 04:40:07.205,-1,5,结束,0.199,b
042E0115,2024-03-31 04:40:16.527,1,2,检索提取,9.322,b
042E0146,2024-03-31 04:40:18.382,0,9,重打牌,1.855,b
042E0146,2024-03-31 04:40:18.858,0,9,重打牌,0.476,b
040O0200,2024-03-31 04:40:19.374,0,4,值机接收,0.516,b
040O0211,2024-03-31 04:40:19.841,0,4,值机接收,0.467,b
040O0204,2024-03-31 04:40:25.778,0,4,值机接收,5.937,b
042E0121,2024-03-31 04:40:46.518,0,5,结束,20.74,s
042E0117,2024-03-31 04:40:47.296,-1,5,结束,0.778,b
042E0117,2024-03-31 04:40:47.662,-1,5,结束,0.366,b
042E0115,2024-03-31 04:41:00.739,1,2,检索提取,13.077,s
040O0200,2024-03-31 04:41:02.414,0,4,值机接收,1.675,b
040O0211,2024-03-31 04:41:02.949,0,4,值机接收,0.535,b
040O0204,2024-03-31 04:41:11.924,0,4,值机接收,8.975,b
040O0204,2024-03-31 04:41:21.137,0,4,值机接收,9.213,b
042E0121,2024-03-31 04:41:59.475,0,5,结束,38.338,s
042E0117,2024-03-31 04:41:59.743,-1,5,结束,0.268,b
042E0115,2024-03-31 04:42:04.983,1,2,检索提取,5.24,b
040O0200,2024-03-31 04:42:06.289,0,4,值机接收,1.306,b
040O0211,2024-03-31 04:42:06.812,0,4,值机接收,0.523,b
040O0204,2024-03-31 04:42:11.427,0,4,值机接收,4.615,b
042E0121,2024-03-31 04:42:28.198,0,5,结束,16.771,s
042E0117,2024-03-31 04:42:28.445,-1,5,结束,0.247,b
042E0115,2024-03-31 04:42:49.728,1,2,检索提取,21.283,s
040O0200,2024-03-31 04:42:53.959,0,4,值机接收,4.231,b
040O0211,2024-03-31 04:42:54.524,0,4,值机接收,0.565,b
040O0204,2024-03-31 04:43:17.627,0,4,值机接收,23.103,s
040O0204,2024-03-31 04:43:47.732,0,4,值机接收,30.105,s
040O0204,2024-03-31 04:44:13.864,0,4,值机接收,26.132,s
040O0204,2024-03-31 04:44:14.257,0,4,值机接收,0.393,b
042E0121,2024-03-31 04:44:15.688,0,5,结束,1.431,b
042E0117,2024-03-31 04:44:16.165,-1,5,结束,0.477,b
042E0102,2024-03-31 04:44:40.716,1,2,检索提取,24.551,s
040O0200,2024-03-31 04:44:42.375,0,4,值机接收,1.659,b
040O0211,2024-03-31 04:44:42.847,0,4,值机接收,0.472,b
040O0204,2024-03-31 04:44:47.751,0,4,值机接收,4.904,b
042E0121,2024-03-31 04:44:58.595,0,5,结束,10.844,s
042E0117,2024-03-31 04:45:01.030,-1,5,结束,2.435,b
042E0117,2024-03-31 04:45:01.513,-1,5,结束,0.483,b
042E0115,2024-03-31 04:45:05.012,1,2,检索提取,3.499,b
040O0200,2024-03-31 04:45:06.361,0,4,值机接收,1.349,b
040O0211,2024-03-31 04:45:06.836,0,4,值机接收,0.475,b
040O0238,2024-03-31 04:45:07.481,0,9,重打牌,0.645,b
040O0238,2024-03-31 04:45:07.872,0,9,重打牌,0.391,b
040O0204,2024-03-31 04:45:17.897,0,4,值机接收,10.025,s
042E0121,2024-03-31 04:45:37.839,0,5,结束,19.942,s
042E0117,2024-03-31 04:45:38.137,-1,5,结束,0.298,b
042E0115,2024-03-31 04:45:44.897,1,2,检索提取,6.76,b
042E0115,2024-03-31 04:45:52.091,1,2,检索提取,7.194,b
042E0118,2024-03-31 04:45:53.594,0,2,检索提取,1.503,b
040O0200,2024-03-31 04:45:57.319,0,4,值机接收,3.725,b
040O0211,2024-03-31 04:45:57.749,0,4,值机接收,0.43,b
040O0204,2024-03-31 04:46:02.715,0,4,值机接收,4.966,b
040O0204,2024-03-31 04:46:03.013,0,4,值机接收,0.298,b
042E0121,2024-03-31 04:46:17.920,0,5,结束,14.907,s
042E0117,2024-03-31 04:46:18.184,-1,5,结束,0.264,b
042E0117,2024-03-31 04:46:18.486,-1,5,结束,0.302,b
042E0115,2024-03-31 04:46:29.487,1,2,检索提取,11.001,s
042E0115,2024-03-31 04:46:32.213,1,2,检索提取,2.726,b
042E0118,2024-03-31 04:46:33.542,0,2,检索提取,1.329,b
040O0200,2024-03-31 04:46:35.593,0,4,值机接收,2.051,b
040O0211,2024-03-31 04:46:36.042,0,4,值机接收,0.449,b
040O0238,2024-03-31 04:46:37.077,0,9,重打牌,1.035,b
040O0238,2024-03-31 04:46:37.488,0,9,重打牌,0.411,b
040O0204,2024-03-31 04:46:40.426,0,4,值机接收,2.938,b
040O0210,2024-03-31 04:47:12.157,0,4,值机接收,31.731,s
040O0204,2024-03-31 04:47:16.070,0,4,值机接收,3.913,b
01010917,2024-03-31 04:47:39.672,-1,5,结束,23.602,s
042E0115,2024-03-31 04:47:49.579,1,2,检索提取,9.907,b
042E0115,2024-03-31 04:47:52.616,1,2,检索提取,3.037,b
042E0118,2024-03-31 04:47:53.940,0,2,检索提取,1.324,b
040O0200,2024-03-31 04:47:54.775,0,4,值机接收,0.835,b
040O0211,2024-03-31 04:47:55.250,0,4,值机接收,0.475,b
040O0204,2024-03-31 04:47:57.063,0,4,值机接收,1.813,b
040O0238,2024-03-31 04:47:58.618,0,9,重打牌,1.555,b
040O0238,2024-03-31 04:47:59.010,0,9,重打牌,0.392,b
040O0210,2024-03-31 04:48:21.222,0,4,值机接收,22.212,s
040O0204,2024-03-31 04:48:25.701,0,4,值机接收,4.479,b
042E0121,2024-03-31 04:48:44.281,0,5,结束,18.58,s
042E0117,2024-03-31 04:48:44.628,-1,5,结束,0.347,b
042E0115,2024-03-31 04:48:56.453,1,2,检索提取,11.825,s
040O0200,2024-03-31 04:49:03.309,0,4,值机接收,6.856,b
040O0211,2024-03-31 04:49:03.747,0,4,值机接收,0.438,b
040O0204,2024-03-31 04:49:04.414,0,4,值机接收,0.667,b
040O0211,2024-03-31 04:49:04.749,0,4,值机接收,0.335,b
040O0204,2024-03-31 04:49:05.854,0,4,值机接收,1.105,b
040O0204,2024-03-31 04:49:15.774,0,4,值机接收,9.92,b
040O0238,2024-03-31 04:49:18.109,0,9,重打牌,2.335,b
040O0204,2024-03-31 04:49:19.290,0,4,值机接收,1.181,b
040O0211,2024-03-31 04:49:19.619,0,4,值机接收,0.329,b
040O0285,2024-03-31 04:49:25.948,0,22,证件校验,6.329,b
042F0817,2024-03-31 04:49:29.091,0,12,管理旅客备注,3.143,b
042F0801,2024-03-31 04:49:31.222,0,22,证件校验,2.131,b
040O0200,2024-03-31 04:49:35.434,0,4,值机接收,4.212,b
040O0204,2024-03-31 04:49:36.826,0,4,值机接收,1.392,b
040O0212,2024-03-31 04:49:40.934,0,4,值机接收,4.108,b
040O0204,2024-03-31 04:49:41.776,0,4,值机接收,0.842,b
040O0285,2024-03-31 04:49:44.827,0,22,证件校验,3.051,b
040O0200,2024-03-31 04:50:37.647,0,4,值机接收,52.82,s
040O0262,2024-03-31 04:50:39.469,0,4,值机接收,1.822,b
040O0238,2024-03-31 04:50:40.748,0,9,重打牌,1.279,b
040O0238,2024-03-31 04:50:41.189,0,9,重打牌,0.441,b
040O0204,2024-03-31 04:50:44.072,0,4,值机接收,2.883,b
040O0204,2024-03-31 04:50:44.387,0,4,值机接收,0.315,b
040O0270,2024-03-31 04:52:33.998,0,10,旅客详情,49.611,s
042E0121,2024-03-31 04:52:45.719,0,5,结束,11.721,s
042E0117,2024-03-31 04:52:45.977,-1,5,结束,0.258,b
042E0117,2024-03-31 04:52:46.280,-1,5,结束,0.303,b
042E0115,2024-03-31 04:52:58.977,1,2,检索提取,12.697,s
042E0146,2024-03-31 04:53:00.702,0,9,重打牌,1.725,b
042E0146,2024-03-31 04:53:01.143,0,9,重打牌,0.441,b
040O0200,2024-03-31 04:53:01.871,0,4,值机接收,0.728,b
040O0211,2024-03-31 04:53:02.298,0,4,值机接收,0.427,b
040O0204,2024-03-31 04:53:04.634,0,4,值机接收,2.336,b
040O0204,2024-03-31 04:53:04.937,0,4,值机接收,0.303,b
042E0121,2024-03-31 04:53:30.210,0,5,结束,25.273,s
042E0117,2024-03-31 04:53:30.524,-1,5,结束,0.314,b
042E0115,2024-03-31 04:53:32.637,1,2,检索提取,2.113,b
040O0200,2024-03-31 04:53:33.996,0,4,值机接收,1.359,b
040O0211,2024-03-31 04:53:34.416,0,4,值机接收,0.42,b
040O0204,2024-03-31 04:53:40.893,0,4,值机接收,6.477,b
040O0212,2024-03-31 04:53:43.361,0,4,值机接收,2.468,b
040O0204,2024-03-31 04:53:46.125,0,4,值机接收,2.764,b
040O0204,2024-03-31 04:53:48.924,0,4,值机接收,2.799,b
040O0204,2024-03-31 04:53:49.171,0,4,值机接收,0.247,b
042E0121,2024-03-31 04:54:13.091,0,5,结束,23.92,s
042E0117,2024-03-31 04:54:13.614,-1,5,结束,0.523,b
042E0117,2024-03-31 04:54:13.850,-1,5,结束,0.236,b
042E0115,2024-03-31 04:54:21.221,1,2,检索提取,7.371,b
040O0200,2024-03-31 04:54:22.540,0,4,值机接收,1.319,b
040O0211,2024-03-31 04:54:22.996,0,4,值机接收,0.456,b
040O0204,2024-03-31 04:54:28.297,0,4,值机接收,5.301,b
040O0204,2024-03-31 04:54:31.707,0,4,值机接收,3.41,b
042E0121,2024-03-31 04:54:52.449,0,5,结束,20.742,s
042E0117,2024-03-31 04:54:52.728,-1,5,结束,0.279,b
042E0115,2024-03-31 04:55:01.433,1,2,检索提取,8.705,b
042E0117,2024-03-31 04:55:05.085,-1,5,结束,3.652,b
042E0117,2024-03-31 04:55:05.389,-1,5,结束,0.304,b
042E0115,2024-03-31 04:55:19.422,1,2,检索提取,14.033,s
040O0200,2024-03-31 04:55:21.162,0,4,值机接收,1.74,b
040O0211,2024-03-31 04:55:21.589,0,4,值机接收,0.427,b
040O0204,2024-03-31 04:55:32.765,0,4,值机接收,11.176,s
042E0121,2024-03-31 04:55:48.192,0,5,结束,15.427,s
042E0117,2024-03-31 04:55:48.489,-1,5,结束,0.297,b
042E0117,2024-03-31 04:55:48.697,-1,5,结束,0.208,b
042E0115,2024-03-31 04:56:03.680,1,2,检索提取,14.983,s
040O0200,2024-03-31 04:56:05.532,0,4,值机接收,1.852,b
040O0211,2024-03-31 04:56:05.961,0,4,值机接收,0.429,b
040O0204,2024-03-31 04:56:21.433,0,4,值机接收,15.472,s
040O0204,2024-03-31 04:56:21.710,0,4,值机接收,0.277,b
042E0121,2024-03-31 04:56:39.371,0,5,结束,17.661,s
042E0117,2024-03-31 04:56:39.658,-1,5,结束,0.287,b
042E0115,2024-03-31 04:56:54.859,1,2,检索提取,15.201,s
040O0200,2024-03-31 04:56:57.096,0,4,值机接收,2.237,b
040O0211,2024-03-31 04:56:57.557,0,4,值机接收,0.461,b
040O0204,2024-03-31 04:56:58.891,0,4,值机接收,1.334,b
042E0121,2024-03-31 04:57:20.222,0,5,结束,21.331,s
042E0117,2024-03-31 04:57:20.571,-1,5,结束,0.349,b
042E0105,2024-03-31 04:57:22.126,1,61,办理历史,1.555,b
042E0105,2024-03-31 04:57:24.367,1,61,办理历史,2.241,b
042E0141,2024-03-31 04:57:26.732,0,15,客票详情,2.365,b
042E0121,2024-03-31 04:57:27.770,0,5,结束,1.038,b
042E0117,2024-03-31 04:57:28.137,-1,5,结束,0.367,b
042E0117,2024-03-31 04:57:28.331,-1,5,结束,0.194,b
042E0115,2024-03-31 04:57:32.870,1,2,检索提取,4.539,b
040O0200,2024-03-31 04:57:34.232,0,4,值机接收,1.362,b
040O0211,2024-03-31 04:57:34.699,0,4,值机接收,0.467,b
040O0204,2024-03-31 04:57:40.107,0,4,值机接收,5.408,b
042E0121,2024-03-31 04:58:11.545,0,5,结束,31.438,s
042E0117,2024-03-31 04:58:11.771,-1,5,结束,0.226,b
042E0117,2024-03-31 04:58:11.979,-1,5,结束,0.208,b
042E0115,2024-03-31 04:58:17.453,1,2,检索提取,5.474,b
040O0200,2024-03-31 04:58:20.284,0,4,值机接收,2.831,b
040O0211,2024-03-31 04:58:20.822,0,4,值机接收,0.538,b
040O0204,2024-03-31 04:58:28.026,0,4,值机接收,7.204,b
040O0204,2024-03-31 04:58:31.355,0,4,值机接收,3.329,b
042E0121,2024-03-31 04:58:52.114,0,5,结束,20.759,s
042E0115,2024-03-31 04:58:53.314,1,2,检索提取,1.2,b
042E0118,2024-03-31 04:58:54.792,0,2,检索提取,1.478,b
042E0115,2024-03-31 04:58:58.219,1,2,检索提取,3.427,b
042E0118,2024-03-31 04:58:59.555,0,2,检索提取,1.336,b
042E0115,2024-03-31 04:59:00.922,1,2,检索提取,1.367,b
042E0118,2024-03-31 04:59:02.221,0,2,检索提取,1.299,b
040O0200,2024-03-31 04:59:06.125,0,4,值机接收,3.904,b
040O0211,2024-03-31 04:59:06.561,0,4,值机接收,0.436,b
040O0204,2024-03-31 04:59:18.122,0,4,值机接收,11.561,s
040O0204,2024-03-31 04:59:22.829,0,4,值机接收,4.707,b
042E0121,2024-03-31 04:59:53.193,0,5,结束,30.364,s
042E0117,2024-03-31 04:59:54.155,-1,5,结束,0.962,b
042E0115,2024-03-31 05:00:02.967,1,2,检索提取,8.812,b
042E0115,2024-03-31 05:00:06.064,1,2,检索提取,3.097,b
042E0189,2024-03-31 05:00:07.410,0,2,检索提取,1.346,b
040O0200,2024-03-31 05:00:08.363,0,4,值机接收,0.953,b
040O0211,2024-03-31 05:00:08.961,0,4,值机接收,0.598,b
040O0204,2024-03-31 05:00:36.140,0,4,值机接收,27.179,s
040O0204,2024-03-31 05:00:49.308,0,4,值机接收,13.168,s
040O0210,2024-03-31 05:01:03.150,0,4,值机接收,13.842,s
040O0204,2024-03-31 05:01:11.034,0,4,值机接收,7.884,b
042E0121,2024-03-31 05:01:27.211,0,5,结束,16.177,s
042E0117,2024-03-31 05:01:27.547,-1,5,结束,0.336,b
042E0115,2024-03-31 05:01:43.045,1,2,检索提取,15.498,s
042E0115,2024-03-31 05:01:46.122,1,2,检索提取,3.077,b
042E0118,2024-03-31 05:01:47.458,0,2,检索提取,1.336,b
040O0200,2024-03-31 05:01:49.419,0,4,值机接收,1.961,b
040O0211,2024-03-31 05:01:49.814,0,4,值机接收,0.395,b
040O0204,2024-03-31 05:01:54.939,0,4,值机接收,5.125,b
040O0204,2024-03-31 05:02:00.047,0,4,值机接收,5.108,b
040O0210,2024-03-31 05:02:17.446,0,4,值机接收,17.399,s
040O0204,2024-03-31 05:02:36.588,0,4,值机接收,19.142,s
042E0121,2024-03-31 05:03:17.927,0,5,结束,41.339,s
042E0117,2024-03-31 05:03:18.202,-1,5,结束,0.275,b
042E0115,2024-03-31 05:03:25.318,1,2,检索提取,7.116,b
042E0146,2024-03-31 05:03:28.076,0,9,重打牌,2.758,b
042E0146,2024-03-31 05:03:28.483,0,9,重打牌,0.407,b
040O0200,2024-03-31 05:03:29.116,0,4,值机接收,0.633,b
040O0211,2024-03-31 05:03:29.527,0,4,值机接收,0.411,b
040O0204,2024-03-31 05:03:32.205,0,4,值机接收,2.678,b
042E0121,2024-03-31 05:03:50.822,0,5,结束,18.617,s
042E0117,2024-03-31 05:03:51.048,-1,5,结束,0.226,b
042E0115,2024-03-31 05:04:00.773,1,2,检索提取,9.725,b
040O0200,2024-03-31 05:04:02.077,0,4,值机接收,1.304,b
040O0211,2024-03-31 05:04:02.559,0,4,值机接收,0.482,b
040O0204,2024-03-31 05:04:07.759,0,4,值机接收,5.2,b
040O0204,2024-03-31 05:04:21.260,0,4,值机接收,13.501,s
01010917,2024-03-31 05:04:44.923,-1,5,结束,23.663,s
042E0117,2024-03-31 05:04:47.464,-1,5,结束,2.541,b
042E0115,2024-03-31 05:04:51.546,1,2,检索提取,4.082,b
042E0115,2024-03-31 05:05:05.245,1,2,检索提取,13.699,s
042E0118,2024-03-31 05:05:06.812,0,2,检索提取,1.567,b
040O0200,2024-03-31 05:05:07.357,0,4,值机接收,0.545,b
040O0211,2024-03-31 05:05:07.785,0,4,值机接收,0.428,b
040O0204,2024-03-31 05:05:19.054,0,4,值机接收,11.269,s
040O0204,2024-03-31 05:05:22.348,0,4,值机接收,3.294,b
040O0210,2024-03-31 05:05:40.988,0,4,值机接收,18.64,s
040O0204,2024-03-31 05:05:43.372,0,4,值机接收,2.384,b
042E0121,2024-03-31 05:06:01.420,0,5,结束,18.048,s
042E0117,2024-03-31 05:06:01.691,-1,5,结束,0.271,b
042E0117,2024-03-31 05:06:01.979,-1,5,结束,0.288,b
042E0115,2024-03-31 05:06:09.210,1,2,检索提取,7.231,b
040O0200,2024-03-31 05:06:12.157,0,4,值机接收,2.947,b
040O0211,2024-03-31 05:06:12.574,0,4,值机接收,0.417,b
040O0204,2024-03-31 05:06:14.702,0,4,值机接收,2.128,b
040O0212,2024-03-31 05:06:17.437,0,4,值机接收,2.735,b
040O0204,2024-03-31 05:06:21.052,0,4,值机接收,3.615,b
040O0204,2024-03-31 05:06:23.069,0,4,值机接收,2.017,b
040O0204,2024-03-31 05:06:26.090,0,4,值机接收,3.021,b
040O0204,2024-03-31 05:06:26.413,0,4,值机接收,0.323,b
040O0204,2024-03-31 05:06:35.689,0,4,值机接收,9.276,b
040O0204,2024-03-31 05:06:35.926,0,4,值机接收,0.237,b
040O0212,2024-03-31 05:06:37.401,0,4,值机接收,1.475,b
040O0204,2024-03-31 05:06:39.565,0,4,值机接收,2.164,b
040O0204,2024-03-31 05:07:21.005,0,4,值机接收,41.44,s
040O0204,2024-03-31 05:07:21.285,0,4,值机接收,0.28,b
042E0121,2024-03-31 05:07:50.867,0,5,结束,29.582,s
042E0117,2024-03-31 05:07:51.096,-1,5,结束,0.229,b
042E0115,2024-03-31 05:07:57.196,1,2,检索提取,6.1,b
040O0200,2024-03-31 05:08:00.174,0,4,值机接收,2.978,b
040O0211,2024-03-31 05:08:00.575,0,4,值机接收,0.401,b
040O0204,2024-03-31 05:08:10.906,0,4,值机接收,10.331,s
042E0121,2024-03-31 05:08:31.190,0,5,结束,20.284,s
042E0117,2024-03-31 05:08:31.485,-1,5,结束,0.295,b
042E0105,2024-03-31 05:08:34.288,1,61,办理历史,2.803,b
042E0117,2024-03-31 05:08:38.113,-1,5,结束,3.825,b
042E0115,2024-03-31 05:08:49.149,1,2,检索提取,11.036,s
040O0200,2024-03-31 05:08:52.387,0,4,值机接收,3.238,b
040O0211,2024-03-31 05:08:52.881,0,4,值机接收,0.494,b
040O0204,2024-03-31 05:09:02.039,0,4,值机接收,9.158,b
040O0204,2024-03-31 05:09:07.011,0,4,值机接收,4.972,b
040O0204,2024-03-31 05:09:07.278,0,4,值机接收,0.267,b
042E0121,2024-03-31 05:11:21.144,0,5,结束,13.866,s
042E0117,2024-03-31 05:11:21.410,-1,5,结束,0.266,b
042E0117,2024-03-31 05:11:21.829,-1,5,结束,0.419,b
042E0115,2024-03-31 05:11:23.395,1,2,检索提取,1.566,b
042E0146,2024-03-31 05:11:25.140,0,9,重打牌,1.745,b
042E0146,2024-03-31 05:11:25.693,0,9,重打牌,0.553,b
040O0200,2024-03-31 05:11:30.132,0,4,值机接收,4.439,b
040O0211,2024-03-31 05:11:30.547,0,4,值机接收,0.415,b
040O0204,2024-03-31 05:11:32.356,0,4,值机接收,1.809,b
042E0121,2024-03-31 05:11:55.389,0,5,结束,23.033,s
042E0117,2024-03-31 05:11:55.856,-1,5,结束,0.467,b
042E0115,2024-03-31 05:12:07.977,1,2,检索提取,12.121,s
040O0200,2024-03-31 05:12:10.371,0,4,值机接收,2.394,b
040O0211,2024-03-31 05:12:10.809,0,4,值机接收,0.438,b
040O0204,2024-03-31 05:12:14.898,0,4,值机接收,4.089,b
042E0121,2024-03-31 05:12:38.794,0,5,结束,23.896,s
042E0117,2024-03-31 05:12:39.152,-1,5,结束,0.358,b
042E0115,2024-03-31 05:12:43.780,1,2,检索提取,4.628,b
040O0200,2024-03-31 05:12:46.131,0,4,值机接收,2.351,b
040O0211,2024-03-31 05:12:46.569,0,4,值机接收,0.438,b
040O0204,2024-03-31 05:12:50.579,0,4,值机接收,4.01,b
042E0121,2024-03-31 05:13:11.329,0,5,结束,20.75,s
042E0117,2024-03-31 05:13:11.623,-1,5,结束,0.294,b
042E0117,2024-03-31 05:13:12.115,-1,5,结束,0.492,b
042E0115,2024-03-31 05:13:19.625,1,2,检索提取,7.51,b
042E0146,2024-03-31 05:13:21.650,0,9,重打牌,2.025,b
042E0146,2024-03-31 05:13:22.158,0,9,重打牌,0.508,b
040O0200,2024-03-31 05:13:22.835,0,4,值机接收,0.677,b
040O0211,2024-03-31 05:13:23.286,0,4,值机接收,0.451,b
040O0204,2024-03-31 05:13:25.223,0,4,值机接收,1.937,b
042E0121,2024-03-31 05:13:44.583,0,5,结束,19.36,s
042E0117,2024-03-31 05:13:44.932,-1,5,结束,0.349,b
042E0115,2024-03-31 05:13:51.112,1,2,检索提取,6.18,b
040O0200,2024-03-31 05:13:52.611,0,4,值机接收,1.499,b
040O0211,2024-03-31 05:13:53.022,0,4,值机接收,0.411,b
040O0204,2024-03-31 05:13:57.092,0,4,值机接收,4.07,b
040O0204,2024-03-31 05:14:33.029,0,4,值机接收,35.937,s
042E0121,2024-03-31 05:14:48.644,0,5,结束,15.615,s
042E0117,2024-03-31 05:14:48.881,-1,5,结束,0.237,b
042E0115,2024-03-31 05:15:06.195,1,2,检索提取,17.314,s
040O0200,2024-03-31 05:15:08.005,0,4,值机接收,1.81,b
040O0211,2024-03-31 05:15:08.468,0,4,值机接收,0.463,b
040O0204,2024-03-31 05:15:15.042,0,4,值机接收,6.574,b
040O0204,2024-03-31 05:15:49.171,0,4,值机接收,34.129,s
042E0121,2024-03-31 05:16:07.542,0,5,结束,18.371,s
042E0117,2024-03-31 05:16:07.862,-1,5,结束,0.32,b
042E0115,2024-03-31 05:16:25.385,1,2,检索提取,17.523,s
040O0200,2024-03-31 05:16:29.940,0,4,值机接收,4.555,b
040O0211,2024-03-31 05:16:30.390,0,4,值机接收,0.45,b
042E0121,2024-03-31 05:16:34.282,0,5,结束,3.892,b
040O0200,2024-03-31 05:16:34.964,0,4,值机接收,0.682,b
040O0211,2024-03-31 05:16:35.376,0,4,值机接收,0.412,b
040O0204,2024-03-31 05:16:41.092,0,4,值机接收,5.716,b
042E0121,2024-03-31 05:16:58.144,0,5,结束,17.052,s
042E0117,2024-03-31 05:16:58.450,-1,5,结束,0.306,b
042E0115,2024-03-31 05:17:05.033,1,2,检索提取,6.583,b
040O0200,2024-03-31 05:17:06.437,0,4,值机接收,1.404,b
